Date,Category,Title,Text
16 янв 2015 12:19,Экономика,Алекперов допустил падение цены на нефть до $25,"Цена нефти на мировом рынке может упасть до $25, исходя из заявлений ОПЕК и Саудовской Аравии, считает глава ЛУКОЙЛа Вагит Алекперов. Бизнесмен ожидает значительных колебаний котировок в течение всего года. В конце декабря у..."
02 янв 2015 16:18,Экономика,Россия вопреки санкциям добыла рекордный объем нефти со времен СССР,"Добыча нефти в России достигла рекорда за всю постсоветскую историю страны. Каждые сутки в 2014 году добывали 10,578 млн барр. (за год – 526,753 млн т). Но на фоне снижения цен на нефть Россия может снизить собственную добычу..."
28 ноя 2014 10:52,Экономика,ЛУКОЙЛ спрогнозировал падение добычи нефти в России в течение пяти лет,Вице-президент ЛУКОЙЛа Леонид Федун спрогнозировал падение добычи нефти в России почти на 7% в течение 4-5 лет. К этому приведет снижение цен на нефть и западные санкции против России
08 ноя 2014 17:38,Экономика,"«Газпром», «Роснефть» и ЛУКОЙЛ рассматривают листинг на бирже Гонконга",NO TEXT
04 ноя 2014 04:28,Экономика,ЛУКОЙЛ отложил получение зарубежного кредита на $1 млрд,"Российская нефтяная компания ЛУКОЙЛ отложила получение зарубежного займа в размере примерно 1 миллиарда долларов. Об этом изданию Bloomberg сообщили сразу три человека, знакомых с ситуацией."
24 окт 2014 22:02,Экономика,«Роснефть» встанет в общую очередь за средствами ФНБ,"«Роснефть» подала заявку на получение 2 трлн руб. из Фонда национального благосостояния, но сможет рассчитывать не более чем на 310 млрд руб. Решения по принятым проектам пересматриваться не будут, как и квоты РФПИ и «Росатома» на 580 млрд руб."
22 окт 2014 12:45,Экономика,Леонид Федун объяснил снижение цен на нефть действиями ОПЕК,"Вице-президент ЛУКОЙЛа Леонид Федун считает, что снижение цен на нефть связано с действиями Организации стран – экспортеров нефти (ОПЕК). Он предположил, что в ближайшие два года с мирового рынка «уйдет 1 млн баррель», в..."
01 окт 2014 13:27,Экономика,Главой зарубежного проекта ЛУКОЙЛа назначен Сергей Никифоров,NO TEXT
23 сен 2014 12:12,Экономика,Total заявила о приостановке сотрудничества с ЛУКОЙЛом из-за санкций,Введенные странами ЕС и США санкции вынудили французскую нефтегазовую компанию Total остановить работу по совместному с российским ЛУКОЙЛом освоению запасов сланцевой нефти Западной Сибири.
19 сен 2014 16:47,Экономика,ЛУКОЙЛ через Госдуму решил добиться отмены ограничений экспорта СПГ,"ЛУКОЙЛ предлагает снять ограничения на экспорт сжиженного природного газа (СПГ) и даже подготовил соответствующие поправки. Компания считает, что либерализация экспорта позволит снизить геополитическое давление на Россию. Но в Госдуме считают иначе и не собираются помогать ЛУКОЙЛу."
19 сен 2014 11:27,Политика,Вагит Алекперов призвал освободить Евтушенкова,"Глава ЛУКОЙЛа Вагит Алекперов заявил, что он очень расстроен арестом главы АФК «Система» Владимира Евтушенкова. Об этом сообщает корреспондент РБК с инвестиционного форума в Сочи."
12 сен 2014 18:50,Экономика,В ЛУКОЙЛе из-за санкций приготовились к сокращению инвестпрограммы,"Источник РБК в ЛУКОЙЛе сообщил, что компания сможет выжить, даже несмотря на введенные против нее санкции со стороны США. Однако они могут привести к существенному сокращению инвестпрограммы компании. А также к падению добычи нефти. Официально ЛУКОЙЛ ситуацию с санкциями США не комментирует."
11 сен 2014 10:18,Экономика,ЛУКОЙЛ решил вернуться на Украину,"ЛУКОЙЛ собирается приобрести у «Транснефти» ее украинскую структуру «Прикарпатзападтранс». Это следует из письма президента нефтяной компании Вагита Алекперова на имя президента Владимира Путина от 27 августа, пишет газета «Ведомости»."
10 сен 2014 20:27,Экономика,Нефть Brent впервые за 17 месяцев подешевела до $98,"Цена на нефть марки Brent продолжила падение, показав минимум за последние 17 месяцев. На торгах в среду на лондонской ICE Futures стоимость нефти опускалась почти до $98 за баррель на фоне роста запасов и падения спроса на топливо, сообщает Reuters."
10 сен 2014 00:01,Экономика,ЛУКОЙЛ обещает не допустить дефицита бензина,"ЛУКОЙЛ перенес плановый ремонт своих заводов с сентября на ноябрь, став единственной из крупных нефтяных компаний, таким образом отреагировавшей на призыв правительства не допустить дефицита топлива на рынке. На этих новостях..."
09 сен 2014 19:11,Экономика,"В окружении Алекперова купили акций ЛУКОЙЛа на $20,6 млн","Компания ЛУКОЙЛ объявила о том, что лицо, связанное с президентом компании Вагитом Алекперовым, приобрело на лондонской бирже 363 тысячи 828 депозитарных расписок (ADR) общей стоимостью более $20,61 млн. Каждая ADR представляет..."
02 сен 2014 16:31,Экономика,«Башнефть» обезопасила себя от претензий миноритариев,"«Башнефть» вернула контроль над «Башнефть-Полюсом» — совместным предприятием с ЛУКОЙЛом, которому передала лицензию на крупные месторождения им. Требса и Титова. Это снижает шансы миноритария «Башнефти», оспаривающего сделку, считает юрист."
01 сен 2014 13:49,Экономика,Глава ЛУКОЙЛа пожаловался Дворковичу на плохое качество нефти,"Курирующий в правительстве вопросы ТЭК вице-премьер РФ Аркадий Дворкович поручил «Транснефти» и профильным ведомствам подумать о возможности такого перераспределения нефтяных потоков, которое позволило бы улучшить качество сырья..."
29 авг 2014 17:49,Экономика,ЛУКОЙЛ сократит инвестиции на $2 млрд из-за санкций,ЛУКОЙЛ первым из крупнейших нефтяных компаний объявил о планах снижения капитальных затрат в 2014 году. Причины — западные санкции и низкие цены на нефть. В этих условиях компания хочет создать денежную «подушку».
20 авг 2014 09:46,Экономика,Компании Владимира Лисина лишат доступа к шельфовым месторождениям,"Принадлежащие миллиардеру Владимиру Лисину компании «Севернефтегаз» и «Черноморнефтегаз» уже к концу 2017 года могут лишиться права разработки месторождений на шельфе Баренцева и Черного морей, сообщает газета «Известия»..."
19 авг 2014 12:55,Экономика,ЛУКОЙЛ впервые отгрузил нефть с месторождения «Западная Курна-2» в Ираке,"Зафрахтованный дочерней ЛУКОЙЛу компанией Litasco танкер Sea Triumph вышел из порта Басра на юге Ирака. На его борту находится миллион баррелей (около 160 тыс. т) нефти с иракского месторождения «Западная Курна-2», разработкой..."
14 авг 2014 12:07,Экономика,ЛУКОЙЛ включил Украину в число опасных стран,"ЛУКОЙЛ осуществляет операции в нескольких странах с высоким уровнем политических и экономических рисков, реализация которых может существенно осложнить его деятельность в отдельном регионе и даже привести к ее прекращению..."
04 авг 2014 19:44,Экономика,"ЛУКОЙЛ продает сети АЗС в Чехии, Словакии и Венгрии","ЛУКОЙЛ сообщил о продаже сети АЗС в Чехии, Словакии и Венгрии. За последнюю неделю это вторая сделка по продаже розничных активов компании за рубежом. Президент ЛУКОЙЛа Вагит Алекперов называет это оптимизацией бизнеса, аналитики считают это минимизацией рисков, связанных с санкциями ЕС и США."
31 июл 2014 16:05,Экономика,Алекперов признал влияние санкций против России на ЛУКОЙЛ,"Санкции западных государств против России окажут негативное влияние на ЛУКОЙЛ. Об этом 31 июля заявил глава компании Вагит Алекперов, передает Reuters."
21 июл 2014 13:30,Экономика,ЛУКОЙЛ начал развитие сети газовых заправок в Москве,"Нефтяная компания ""ЛУКОЙЛ"" начала развитие в Москве собственной сети газозаправочных станций. Первые семь автогазонаполнительных станций (АГНС) ООО ""ЛУКОЙЛ-Центрнефтепродукт"" (""дочка"" ЛУКОЙЛа, работающая на столичном рынке)..."
02 июл 2014 17:48,Экономика,Чили разрешит России искать у себя нефть,Чили может разрешить России исследовать все свои запасы нефти и газа. Об этом 2 июля сообщает Прайм со ссылкой на оказавшиеся в распоряжении агентства материалы заседания Межправительственной российско-чилийской комиссии.
26 июн 2014 14:09,Экономика,ЛУКОЙЛ собирается накопить до 30 млрд долл. на новый актив,"ЛУКОЙЛ планирует накопить 20—30 млрд долл. за пять лет для «крупного приобретения», заявил ее совладелец Леонид Федун. В России такая большая «кубышка» есть только у «Сургутнефтегаза». За рубежом крупные нефтегазовые компании..."
16 июн 2014 12:23,Экономика,"ЛУКОЙЛ отложил размещение евробондов на $1,5 млрд до лучших времен","Российская нефтяная компания ЛУКОЙЛ откладывает размещение своих еврооблигаций общей стоимостью $1,5 млрд. Текущую ситуацию на мировом финансовом рынке в компании сочли неподходящей."
23 май 2014 19:08,Экономика,"Вагит Алекперов - РБК: ""Я патриот нефтегазовой промышленности""","Президент ЛУКОЙЛа Вагит Алекперов в кулуарах Петербургского экономического форума рассказал РБК об экспортном потенциале России, о развитии бизнеса в Ираке и об освоении алмазного месторождения."
15 апр 2014 12:42,Экономика,"ЛУКОЙЛ продал китайцам половину своей казахской компании за $1,2 млрд",Президент ЛУКОЙЛа Вагит Алекперов подписал договор о продаже китайской компании Sinopec принадлежащей ЛУКОЙЛу доли в 50% Caspian Investment Resources Ltd.
03 мар 2014 13:13,Экономика,"""Роснефть"" готовится к покупке Одесского НПЗ у Курченко","""Роснефть"" обсуждает покупку Одесского НПЗ, принадлежащего украинской группе ""ВЕТЭК"" Сергея Курченко, пишет сегодня газета ""Коммерсант"" со ссылкой на источники, близкие к банку ВТБ. Как поясняет издание, завод недавно был остановлен и перешел под контроль ВТБ, который является кредитором."
17 фев 2014 15:58,Экономика,Алекперов: Частные и государственные компании должны иметь равные права,"Новая Энергетическая стратегия РФ до 2035г. должна исходить из того, что работающие в России частные и государственные компании имеют равные права, сообщил глава комитета Российского союза промышленников и предпринимателей (РСПП)..."
27 янв 2014 09:15,Экономика,Минэнерго согласно пустить на российский шельф только ЛУКОЙЛ,"Разработанный в Министерстве природных ресурсов и экологии законопроект, разрушающий монополию Газпрома и ""Роснефти"" на работу на континентальном шельфе России, не нашел поддержки в Министерстве энергетики, сообщает газета ""Коммерсантъ""."
22 янв 2014 13:47,Экономика,В.Алекперов снова скупил акций ЛУКОЙЛа более чем на 289 млн руб.,"Президент ЛУКОЙЛа Вагит Алекперов приобрел 145 тыс. акций компании на сумму 289 млн 275 тыс. руб., говорится в сообщении корпорации. Сделка была совершена 16 января 2014г. В результате доля в уставном капитале ЛУКОЙЛа, находящаяся в прямом распоряжении В.Алекперова, увеличилась с 2,4% до 2,415%."
22 янв 2014 02:06,Экономика,ЛУКОЙЛ не будет торговать газом в России,"Компания ""ЛУКОЙЛ"" и Газпром готовят соглашение о стратегическом партнерстве. Согласно ему, ЛУКОЙЛ будет продолжать продавать добытый в России природный газ Газпрому. Об этом пишет сегодня газета ""Ведомости""."
31 дек 2013 12:43,Экономика,"Предложение, от которого нельзя отказаться: ЛУКОЙЛ купил НПЗ на Сицилии","Компания ""ЛУКОЙЛ"" завершила сделку по выкупу у итальянской компании ERG совместного предприятия по управлению расположенным на Сицилии нефтеперерабатывающим комплексом ISAB. Приобретя за 400 млн евро последние 20% долей, ЛУКОЙЛ стал единоличным владельцем этого предприятия."
19 дек 2013 15:37,Экономика,Супруги Алекперовы приобрели акций ЛУКОЙЛа на 200 млн руб.,"Президент ОАО ""ЛУКОЙЛ"" Вагит Алекперов увеличил свой пакет в уставном капитале с 2,375 до 2,38%, говорится в сообщении компании. Он приобрел акций ЛУКОЙЛа на сумму 99 млн 879,5 тыс. руб. Такой же пакет акций приобрела супруга главы корпорации - Лариса Алекперова."
26 ноя 2013 17:13,Экономика,"Квартальная прибыль ЛУКОЙЛа снизилась на 10,8%","Чистая прибыль ЛУКОЙЛа по US GAAP в III квартале 2013г. снизилась на 10,8% - до 3,096 млрд долл., говорится в отчете компании. Выручка составила 36,737 млрд долл. против прошлогодних 35,494 млрд долл."
12 ноя 2013 09:38,Экономика,Из-за судостроителей ЛУКОЙЛ может опоздать с освоением Каспия,Начало разработки расположенного на шельфе Каспийского моря нефтегазового месторождения имени Филановского может быть перенесено на конец 2016г. Угрозу в осваивающем месторождение ЛУКОЙЛе видят в срыве сроков сдачи шельфовой...
30 окт 2013 17:43,Экономика,"Финансовая корпорация ""Открытие"" купит банк ""Петрокоммерц""","Финансовая корпорация ""Открытие"" станет владельцем банка ""Петрокоммерц"", а группа ""ИФД КапиталЪ"" войдет в состав акционеров корпорации. Об этом говорится в сообщении пресс-службы ФК ""Открытие""."
21 окт 2013 16:52,Экономика,ЛУКОЙЛ нашел нефть на шельфе Сьерра-Леоне,"ОАО ""ЛУКОЙЛ Оверсиз"", оператор зарубежных добывающих проектов и 100% дочернее предприятие ОАО ""ЛУКОЙЛ"", завершил бурение первой разведочной скважины на морской структуре ""Саванна"" (глубоководный блок SL-5-11) в акватории Сьерра-Леоне, сообщила пресс-служба ""ЛУКОЙЛ Оверсиз""."
10 окт 2013 14:13,Экономика,Глава ЛУКОЙЛа пригласил В.Путина раскурить трубку,"Первые алмазы с кимберлитовой трубки алмазного месторождения имени Владимира Гриба в Архангельской области будут получены в ноябре 2013г., заявил на сегодняшней встрече с президентом РФ Владимиром Путиным глава ЛУКОЙЛа Вагит Алекперов."
04 окт 2013 12:21,Экономика,"""Газпром нефть"" присматривается к доле ЛУКОЙЛа в венесуэльском проекте","""Газпром нефть"" получила предложение ЛУКОЙЛа по продаже его доли в Национальном нефтяном консорциуме (ННК) и в настоящее время рассматривает его, заявил журналистам глава ""Газпром нефти"" Александр Дюков."
20 авг 2013 18:41,Экономика,ЛУКОЙЛ инвестирует в альтернативную энергетику Болгарии,"Компания LUKErg Renew получила разрешение болгарского регулятора на приобретение нескольких компаний, занимающихся альтернативной энергетикой, в частности производством ветровой энергии. Эту информацию РБК подтвердили в ЛУКОЙЛе."
28 июн 2013 14:08,Экономика,ЛУКОЙЛ стал европейским производителем смазки,"Группа ""ЛУКОЙЛ"" заключила соглашение с австрийской нефтегазовой компанией OMV о покупке у нее бизнеса по производству и реализации смазочных материалов в Европе. Подразделение ЛУКОЙЛа приобретет сбытовую сеть компании, а также..."
11 июн 2013 14:23,Экономика,ЛУКОЙЛ выкупил еще одно месторождение в Гвинейском заливе,"ЛУКОЙЛ приобрел 65% участия в проекте геологоразведки, разработки и добычи на морском блоке CI-504 в акватории Республики Кот-д'Ивуар в Гвинейском заливе. Об этом говорится в сообщении компании."
31 май 2013 08:35,Экономика,Дивиденды нефтегазовых компаний будут нескромными,"Богатая в РФ топливно-энергетическая отрасль распределила доходы, которые получила по итогам 2012г. В конце апреля - начале мая советы директоров большинства компаний дали рекомендации по выплатам за 2012г."
30 май 2013 12:07,Экономика,Самого богатого наследника России сменила наследница,В иерархии самых богатых наследников российских миллиардеров впервые сменился лидер. Неизменно возглавлявший рейтинг сын главы и совладельца нефтяной компании ЛУКОЙЛ Вагита Алекперова Юсуф оказался на этот раз только вторым...
28 май 2013 17:41,Экономика,ЛУКОЙЛ готов продавать добываемый в Узбекистане газ в Китай,"Компания ""ЛУКОЙЛ"" рассчитывает экспортировать добываемый в Узбекистане газ напрямую в Китай, сообщил вице-президент компании Леонид Федун в ходе конференции для инвесторов. По его словам, на этот счет ведутся переговоры с властями Узбекистана."
28 май 2013 14:00,Экономика,Прибыль ЛУКОЙЛа снизилась на 1 млрд долл.,"Чистая прибыль ЛУКОЙЛа по US GAAP снизилась до 2,585 млрд долл. в I квартале 2013г. против 3,653 млрд долл. годом ранее, говорится в отчете компании."
13 май 2013 00:00,Экономика,"Эксперты прогнозируют постепенное огосударствление ""нефтянки""","Конфигурация в российской ""нефтянке"" претерпела существенные изменения после марта 2013г., когда ""Роснефть"" приобрела третью по объемам добычи в РФ нефтяную компанию - ТНК-BP. В результате объединения золотого и бронзового..."
23 апр 2013 00:00,Экономика,ЛУКОЙЛ направит на инвестиции 20 млрд долл.,"ЛУКОЙЛ намерен в 2013г. увеличить объем инвестпрограммы до 20 млрд долл., сообщил журналистам в Сиракузах президент компании Вагит Алекперов, отвечая на вопрос РБК."
25 мар 2013 00:00,Политика,СМИ: А.Дворкович добивается отставки главы Роснедр,"Руководитель Федерального агентства по недропользованию Александр Попов может лишиться своего поста в ближайшее время. Его отставки добиваются министр природных ресурсов Сергей Донской и вице-премьер РФ Аркадий Дворкович, пишет..."
12 мар 2013 00:00,Экономика,"ЛУКОЙЛ и ""Зарубежнефть"" зовут в Ирак",Правительство Ирака отобрало семь международных нефтяных компаний для участия в тендере на комплексное освоение нефтяного месторождения Насирия и строительство нефтеперерабатывающего завода (НПЗ) в районе месторождения.
07 мар 2013 00:00,Экономика,Годовая прибыль ЛУКОЙЛа впервые превысила 11 млрд долл.,"Чистая прибыль ОАО ""ЛУКОЙЛ"" по стандартам бухгалтерского учета США (ОПБУ США) выросла в 2012г. на 6,2% и составила рекордные 11 млрд 4 млн долл. Против 10 млрд 357 млн. долл. в 2011г., отмечается в сообщении компании. При этом..."
01 мар 2013 00:00,Экономика,Коварный НДПИ: стимулирование добычи с риском снижения капитализации,Россия стоит на пороге конца эпохи легкой нефти. В ближайшем будущем каждый баррель будет даваться нефтяным компаниям непросто. Способствовать развитию добычи нефти в стране и не допустить падения показателей сможет налоговое стимулирование.
20 фев 2013 00:00,Экономика,"ЛУКОЙЛ поищет нефть в ""медвежьем углу""","ОАО ""НК ""ЛУКОЙЛ"" планирует начать новые геологоразведочные работы на побережье Якутии, сообщил глава компании Вагит Алекперов на встрече с президентом РФ Владимиром Путиным. ""Это ""медвежий угол"", 900 км до всех городов и..."
19 фев 2013 00:00,Экономика,ЛУКОЙЛ добудет первую нефть на Имилорском месторождении в 2015г.,"ОАО ""ЛУКОЙЛ"" рассчитывает добыть первую нефть на Имилорском месторождении в 2015г., сообщил президент компании Вагит Алекперов на пресс-конференции в Когалыме. ""Надеемся, что в 2015г. введем в эксплуатацию первый участок нефти на..."
06 фев 2013 00:00,Экономика,Консорциум с участием ЛУКОЙЛа нашел еще одно месторождение в Египте,"Консорциум нефтяных компаний с участием ЛУКОЙЛа открыл месторождение высококачественной легкой нефти на структуре Роза-Норт в ходе доразведки концессии Мелейя (Западная пустыня, Египет), говорится в сообщении ""ЛУКОЙЛ Оверсиз"" (оператор международных добывающих проектов ЛУКОЙЛа)."
17 янв 2013 00:00,Экономика,"ЛУКОЙЛ подписал допсоглашение по проекту ""Западная Курна - 2""","ОАО ""НК ""ЛУКОЙЛ"" подписало дополнительное соглашение по контракту ""Западная Курна - 2"", предусматривающее продление общего срока действия контракта на пять лет - с 20 до 25 лет."
15 янв 2013 00:00,Экономика,ЛУКОЙЛ вложит в освоение шельфа 325 млрд руб.,"Компания ""ЛУКОЙЛ"" планирует в ближайшие 10 лет вложить в разработку шельфа 325 млрд руб., сообщил сегодня журналистам глава компании Вагит Алекперов. По его словам, к настоящему времени освоены только 6 млрд руб. из этой суммы."
26 дек 2012 15:42,Экономика,"ЛУКОЙЛ снизит объемы добычи на проекте ""Западная Курна - 2""","ОАО ""ЛУКОЙЛ"" намерено снизить добычу нефти в рамках иракского проекта ""Западная Курна - 2"" с ранее запланированных 1,8 млн барр. до 1,2 млн барр. нефти в сутки, сообщил президент ""ЛУКОЙЛ Оверсиз"" (оператор международных добывающих проектов ЛУКОЙЛа) Андрей Кузяев в интервью телеканалу ""Россия 24""."
25 дек 2012 15:47,Экономика,Миллиарды в недра: государство распродало нефтяных стратегов,"Федеральное агентство по недропользованию сегодня провело последний аукцион по стратегическому месторождению углеводородного сырья, включающему Имилорское, Западно-Имилорское и Источное месторождения, которые расположены на..."
25 дек 2012 11:52,Экономика,ЛУКОЙЛ будет разрабатывать последнее из крупнейших месторождений РФ,"ООО ""ЛУКОЙЛ - Западная Сибирь"" (""дочка"" ОАО ""НК ""ЛУКОЙЛ"") победило в аукционе на Имилорское месторождение, сообщили РБК в Министерстве природных ресурсов (Минприроды) РФ."
24 дек 2012 12:49,Экономика,"ЛУКОЙЛ отказался от участия в проекте ""Западная Курна - 1""","ОАО ""ЛУКОЙЛ"" отказывается от предложения американской ExxonMobil о выкупе ее доли в иракском месторождении ""Западная Курна-1"", сообщил глава ""ЛУКОЙЛ Оверсиз"" Андрей Кузяев в эфире телеканала ""Россия 24""."
17 дек 2012 08:08,Экономика,"Российская ""нефтянка"" продолжает бить рекорды","Уходящий 2012г., несмотря на прогнозы, снова получился рекордным для нефтяной отрасли. Средние цены на черное золото в очередной раз превысили показатели прошлого года, добыча росла, а правительство и президент были щедры на..."
11 дек 2012 11:01,Экономика,"""Роснефть"" и ЛУКОЙЛ поборются за норвежский шельф","""Роснефть"" через свою дочернюю структуру RN Nordic Oil AS подала заявку на участие в 22-м раунде лицензирования шельфовых участков Норвегии, сообщило вчера Министерство нефти и энергетики Норвегии."
28 ноя 2012 13:33,Экономика,ЛУКОЙЛ заинтересовался последним крупным месторождением России,"ЛУКОЙЛ примет участие в аукционе на месторождение федерального значения Имилорское, сообщил президент компании Вагит Алекперов."
