Date,Category,Title,Text
30 май 2013 12:07,Экономика,Самого богатого наследника России сменила наследница,В иерархии самых богатых наследников российских миллиардеров впервые сменился лидер. Неизменно возглавлявший рейтинг сын главы и совладельца нефтяной компании ЛУКОЙЛ Вагита Алекперова Юсуф оказался на этот раз только вторым...
14 мар 2013 00:00,Экономика,НОВАТЭК выиграл аукцион на освоение Восточно-Тазовского месторождения,"Аукцион на освоение федерального нефтегазового месторождения Восточно-Тазовское выиграл НОВАТЭК. Сумма разового платежа составила 3,19 млрд руб., говорится в сообщении Федерального агентства по недропользованию (Роснедра). Стартовый платеж составлял 1,1 миллиарда рублей."
07 мар 2013 00:00,Экономика,Прибыль НОВАТЭКа в 2012г. сократилась до 69 млрд руб.,"Чистая прибыль группы ""НОВАТЭК"", приходящаяся на долю акционеров ОАО ""НОВАТЭК"", по международным стандартам финансовой отчетности (МСФО) в 2012г. сократилась в 1,7 раза - до 69,46 млрд руб. против 119,66 млрд руб. годом ранее. Об этом говорится в сообщении компании."
27 фев 2013 00:00,Экономика,"Участие китайцев благотворно скажется на проекте ""Ямал СПГ""","Вхождение китайских партнеров в проект строительства завода по производству сжиженного природного газа (СПГ) на Ямале - ""Ямал СПГ"" - положительно скажется на экономике проекта, считают опрошенные РБК аналитики нефтегазового сектора."
12 фев 2013 00:00,Экономика,НОВАТЭК: Отмена монополии Газпрома будет полезна для газовой отрасли,"Руководство второго по величине производителя газа в России ОАО ""НОВАТЭК"" вновь призывает к отмене монополии Газпрома на экспорт сжиженного природного газа (СПГ). Как заявил в интервью немецким СМИ председатель правления компании..."
24 янв 2013 00:00,Экономика,"ENI и Kogas поработают на шельфе Кипра, куда ранее не пустили НОВАТЭК","Консорциум итальянской ENI и южнокорейской Kogas выиграл тендер по лицензированию, получив право на геологоразведку и разработку с дальнейшим разделом продукции на трех блоках на шельфе Кипра."
22 янв 2013 00:00,Экономика,Россия-2012: почти полная победа на газовом рынке,"Ушедший в историю 2012г. был довольно насыщенным для газовой отрасли. В каких-то моментах были окончательно поставлены точки, а некоторые проблемы так и остались нерешенными и перекочевали в новый, 2013-й."
10 янв 2013 00:00,Экономика,Газпром и НОВАТЭК будут совместно производить сжиженный газ на Ямале,"ОАО ""Газпром"" и ОАО "" НОВАТЭК"" подписали соглашение о создании совместного предприятия по производству сжиженного природного газа (СПГ) на Ямале. В подписании участвовали председатель правления ОАО ""Газпром"" Алексей Миллер и гендиректор ОАО ""НОВАТЭК"" Леонид Михельсон."
19 дек 2012 19:51,Экономика,"НОВАТЭКу не достанется газ Кипра: переговоры шли ""неудовлетворительно""","Власти Кипра прекратили переговоры с консорциумом, включающим французскую Total и российский НОВАТЭК, о предоставлении лицензии на поиск природного газа на шельфе Кипра. Переговоры проходили ""неудовлетворительно"", сообщил..."
12 дек 2012 10:43,Экономика,Внутрироссийский рынок газа ждет обострение конкуренции,"Крупнейший независимый производитель газа в России - ОАО ""НОВАТЭК"" - ожидает обострения конкуренции на внутреннем рынке, пишет сегодня издание ""РБК daily"" со ссылкой на инвестиционный меморандум компании к выпуску евробондов..."
19 ноя 2012 16:05,Экономика,Президент РФ призвал НОВАТЭК поработать вместе с Газпромом,"Президент РФ Владимир Путин призвал руководство ОАО ""НОВАТЭК"" в самое ближайшее время провести с ОАО ""Газпром"" необходимую работу по заключению контрактов на экспорт сжиженного природного газа (СПГ) с Ямала в рамках проекта ""Ямал СПГ""."
12 ноя 2012 16:52,Экономика,Атомные ледоколы помогут доставлять газ Северным морским путем,"Председатель правления ОАО ""НОВАТЭК"" Леонид Михельсон и генеральный директор государственной корпорации ""Росатом"" Сергей Кириенко подписали генеральное соглашение о сотрудничестве двух компаний."
09 ноя 2012 18:30,Экономика,Прибыль НОВАТЭКа выросла более чем в два раза,"Чистая прибыль ОАО ""НОВАТЭК"" по МСФО за вычетом доли миноритариев в III квартале 2012г. выросла в 2,4 раза - до 20,003 млрд руб. Это практически соответствует консенсус-прогнозу аналитиков, опрошенных РБК накануне. Рост прибыли..."
06 ноя 2012 17:09,Экономика,"НОВАТЭК выложил $1,38 млрд за 49% в ""Нортгазе""","НОВАТЭК приобрел 49% ""Нортгаза"" за 1 млрд 375 млн долл. у компании R.E.D.I. Holdigs (принадлежит бизнесмену Фархаду Ахмедову), говорится в сообщении компании. Сделку планируется закрыть до конца 2012г."
01 ноя 2012 13:31,Экономика,"""Интер РАО"" будет закупать газ у ""Роснефти""","ОАО ""Роснефть"" подписала долгосрочный контракт с холдингом ""Интер РАО ЕЭС"" на поставку 875 млрд куб. м газа, говорится в сообщении нефтяной компании."
31 окт 2012 09:25,Экономика,Битва за ТЭК: как Путин и Медведев нефть делили,"О возможном противостоянии Владимира Путина и Дмитрия Медведева вряд ли можно говорить объективно. Понятно, что никого из обывателей не допускают в кулуары президентской или премьерской резиденций в момент, когда первые лица обсуждают судьбу нефтегазовых ресурсов страны."
31 окт 2012 02:04,Экономика,НОВАТЭК поборется за газ на Кипре,"НОВАТЭК вошел в список компаний, допущенных до геологоразведки шельфовых месторождений Кипра. Правительство островного государства выбрало российскую компанию для ведения разведывательных работ на одном из участков."
16 окт 2012 12:48,Экономика,НОВАТЭК заинтересовался активами разоренной Repsol,"ОАО ""НОВАТЭК"" интересуется выставленными на продажу активами испанской Repsol, сообщил журналистам глава НОВАТЭКа Леонид Михельсон. ""Активы Repsol представляют для нас интерес, но переговоров мы не ведем"", - сказал он."
16 окт 2012 12:19,Экономика,НОВАТЭК начал поставки газа немецкой EnBW,"ОАО ""НОВАТЭК"" начало поставки газа немецкой EnBW по контракту, заключенному в июле 2012г., сообщил журналистам заместитель председателя правления НОВАТЭКа Михаил Попов."
11 окт 2012 11:14,Экономика,НОВАТЭК поставит 1 млн тонн нафты в Бразилию,"Компания ""НОВАТЭК"" объявила о заключении первого контракта на экспорт продукции своего нового производственного комплекса в Усть-Луге. По условиям соглашения с бразильской нефтехимической компанией Braskem, в течении 2013г. ей будет поставлено до 1 млн тонн нафты."
10 сен 2012 13:20,Экономика,НОВАТЭК тянет российский рынок вниз,Новая неделя началась для российского рынка с умеренного снижения основных российских индексов.
28 авг 2012 10:54,Экономика,НОВАТЭК оттесняет Газпром от электростанций России,"Компания ""НОВАТЭК"" заключила долгосрочные контракты на поставку природного газа с ОАО ""Э.ОН Россия"" и ОАО ""Фортум"" в период с 2013г. по 2027г. на общую сумму более 847 млрд руб."
14 авг 2012 17:33,Экономика,Газпром подвинули: в России появился новый поставщик газа,"НОВАТЭК будет продавать природный газ немецкой EnBW начиная с IV квартала 2012г., сообщил финансовый директор компании Марк Джетвэй в ходе телеконференции. Объем продаж по контракту составит примерно 2 млрд куб. м в год. Договор..."
10 авг 2012 17:59,Экономика,"Полугодовая прибыль НОВАТЭКа сократилась до 30,9 млрд руб.","Чистая прибыль ОАО ""НОВАТЭК"", рассчитанная по международным стандартам финансовой отчетности (МСФО), в I полугодии 2012г. снизилась до 30,91 млрд руб., сообщается в материалах компании. Это на 6,6% меньше, чем в январе-июне 2011г., когда чистая прибыль компании составила 33,11 млрд руб."
20 июл 2012 18:02,Экономика,НОВАТЭК открестился от слухов о поставках газа в Германию,"Глава ОАО ""НОВАТЭК"" Леонид Михельсон отрицает подписание контракта с немецкой EnBW об экспорте газа. При этом он подтвердил заинтересованность в расширении маркетинговых возможностей на рынке Европы и Азиатско-Тихоокеанского региона, в частности с участием компании NOVATEK GAZ AND POWER."
20 июл 2012 16:31,Экономика,НОВАТЭК начал рубить свое окно в Европу,"ОАО ""НОВАТЭК"" сегодня начало строительство морского порта Сабетта на северо-востоке полуострова Ямал. Порт будет расположен на западном берегу Обской губы, в 5 км к северо-востоку от вахтового поселка Сабетта и в 30 км к юго-востоку от поселка Тамбей (Ямало-Ненецкий автономный округ)."
13 июл 2012 11:04,Экономика,НОВАТЭК может стать вторым экспортером газа из РФ,"Поставщиком газа по десятилетнему контракту с германской EnBW может быть второй по величине российский производитель газа - ОАО ""НОВАТЭК"", сообщают немецкие СМИ со ссылкой на неофициальную информацию, не раскрывая ее источников."
29 июн 2012 11:45,Экономика,Второй завод по сжижению газа появится в России в 2016г.,"Завод СПГ во Владивостоке будет введен в эксплуатацию в 2016-2017гг., сообщил на годовом собрании акционеров компании председатель правления Газпрома Алексей Миллер. По его словам, Газпром рассматривает возможности по увеличению мощностей СПГ в этом регионе."
26 июн 2012 14:36,Экономика,Л.Михельсон расставил приоритеты в развитии НОВАТЭКа вплоть до 2030г.,"ОАО ""НОВАТЭК"" интересуется углеводородными проектами на рынках Африки, Азиатско-Тихоокеанского региона (АТЭС), а также Средиземноморья. Об этом журналистам сообщил глава компании Леонид Михельсон."
07 июн 2012 17:30,Экономика,НОВАТЭК потратит на buy back $600 млн,"ОАО ""НОВАТЭК"" объявило программу выкупа акций на общую сумму до 600 млн долл., говорится в сообщении компании. Программа была одобрена сегодня советом директоров общества и подразумевает приобретение обыкновенных акций НОВАТЭКа..."
17 апр 2012 11:51,Экономика,Газпром и НОВАТЭК снова встретятся на Ямале,"ОАО ""Газпром"" и ОАО ""НОВАТЭК"" планируют создавать СП для работы на Ямале и полуострове Гыдан. Создание СП рассматривается для увеличения комплекса мощностей по производству сжиженного природного газа (СПГ), говорится в совместном сообщении компаний."
28 дек 2011 09:25,Экономика,"Проекты, интриги, расследования: газовики запомнят 2011г.","Прожитый год стал очень насыщенным для российской газовой отрасли и, как отмечают эксперты, довольно позитивным. Крупнейший игрок на газовом рынке России – ОАО ""Газпром"" - осуществил ввод целого ряда крупных инфраструктурных..."
15 ноя 2011 16:31,Экономика,Катар хочет поучаствовать в проекте Ямал-СПГ,"Катар заинтересован в участии в проекте ""Ямал СПГ"", а также в уставном капитале ОАО ""НОВАТЭК"", сообщил сегодня журналистам в Дохе министр нефти и энергетики Катара Мохаммед Абдулла Салех аль-Сад."
