Open,High,Low,Price,Volume,Divs,time_left_for_div,News,Time,WEEKDAY,SIN_TIME,COS_TIME
19800.0,20095.0,19800.0,20050.0,1733,0.0,31.0,0.0,1076976000.0,1,0.258819045102521,-0.9659258262890682
20089.0,20501.0,20000.0,20300.0,2526,0.0,32.0,0.0,1077062400.0,1,0.258819045102521,-0.9659258262890682
20404.0,21749.0,20304.0,21749.0,4924,0.0,33.0,0.0,1077148800.0,1,0.258819045102521,-0.9659258262890682
21600.0,23100.0,21011.02,23000.0,4282,0.0,34.0,0.0,1077235200.0,1,0.258819045102521,-0.9659258262890682
23400.0,23850.0,22000.0,23145.0,4455,0.0,35.0,0.0,1077580800.0,1,0.258819045102521,-0.9659258262890682
23200.0,24000.0,23006.0,23670.01,2757,0.0,36.0,0.0,1077667200.0,1,0.258819045102521,-0.9659258262890682
23999.97,24850.0,23700.0,24399.99,2224,0.0,37.0,0.0,1077753600.0,1,0.258819045102521,-0.9659258262890682
24650.0,26199.99,24550.0,25760.0,3889,0.0,38.0,0.0,1077840000.0,1,0.258819045102521,-0.9659258262890682
26200.0,26946.0,25871.0,26100.0,3433,0.0,39.0,0.0,1078099200.0,1,0.258819045102521,-0.9659258262890682
26150.0,26230.0,24851.11,25130.0,5835,0.0,40.0,0.0,1078185600.0,1,0.258819045102521,-0.9659258262890682
25000.0,25000.0,24050.0,24349.99,3945,0.0,41.0,0.0,1078272000.0,1,0.258819045102521,-0.9659258262890682
24260.0,24620.0,23800.0,24619.0,2993,0.0,42.0,0.0,1078358400.0,1,0.258819045102521,-0.9659258262890682
24700.0,25250.0,24501.0,24647.99,2056,0.0,43.0,0.0,1078444800.0,1,0.258819045102521,-0.9659258262890682
25000.0,25000.0,24450.0,24815.0,1203,0.0,44.0,0.0,1078790400.0,1,0.258819045102521,-0.9659258262890682
24900.0,25350.0,24525.05,24699.0,2317,0.0,45.0,0.0,1078876800.0,1,0.258819045102521,-0.9659258262890682
24500.0,24500.0,24210.0,24450.0,2285,0.0,46.0,0.0,1078963200.0,1,0.258819045102521,-0.9659258262890682
24050.0,24900.0,24050.0,24650.0,2621,0.0,47.0,0.0,1079049600.0,1,0.258819045102521,-0.9659258262890682
24897.0,24999.0,24500.0,24700.0,684,0.0,48.0,0.0,1079308800.0,1,0.258819045102521,-0.9659258262890682
24700.0,25298.98,24695.0,25298.98,1838,0.0,49.0,0.0,1079395200.0,1,0.258819045102521,-0.9659258262890682
25300.0,25700.0,25300.0,25650.0,3815,0.0,50.0,0.0,1079481600.0,1,0.258819045102521,-0.9659258262890682
25710.0,26890.0,25601.0,26500.0,2242,0.0,51.0,0.0,1079568000.0,1,0.258819045102521,-0.9659258262890682
26500.0,27299.0,26500.0,27150.0,2270,0.0,52.0,0.0,1079654400.0,1,0.258819045102521,-0.9659258262890682
27250.0,27550.0,26100.0,26350.0,3388,0.0,53.0,0.0,1079913600.0,1,0.258819045102521,-0.9659258262890682
26050.0,26550.0,26000.0,26539.06,2259,0.0,54.0,0.0,1080000000.0,1,1.2246467991473532e-16,-1.0
26750.0,26850.0,26450.0,26550.0,1143,0.0,55.0,0.0,1080086400.0,1,1.2246467991473532e-16,-1.0
26680.0,26953.0,26350.0,26450.0,684,0.0,56.0,0.0,1080172800.0,1,1.2246467991473532e-16,-1.0
26500.0,27100.0,26437.0,27000.0,2015,0.0,57.0,0.0,1080259200.0,1,1.2246467991473532e-16,-1.0
26850.0,27200.0,26701.0,27150.0,1117,0.0,58.0,0.0,1080518400.0,1,1.2246467991473532e-16,-1.0
26849.5,27490.0,26849.5,26935.0,1636,0.0,59.0,0.0,1080604800.0,1,1.2246467991473532e-16,-1.0
27000.0,27230.0,26950.0,27065.0,788,0.0,60.0,0.0,1080691200.0,1,1.2246467991473532e-16,-1.0
27154.98,27400.0,26900.0,27350.0,842,0.0,61.0,0.0,1080777600.0,1,1.2246467991473532e-16,-1.0
27399.0,28500.0,27399.0,27950.0,1842,0.0,62.0,0.0,1080864000.0,1,1.2246467991473532e-16,-1.0
28250.0,28439.0,27500.0,28179.89,1794,0.0,63.0,0.0,1081123200.0,1,1.2246467991473532e-16,-1.0
28300.0,28499.0,27500.0,27700.0,2660,0.0,64.0,0.0,1081209600.0,1,1.2246467991473532e-16,-1.0
27700.0,28025.0,27550.0,27950.0,1761,0.0,65.0,0.0,1081296000.0,1,1.2246467991473532e-16,-1.0
27951.0,28250.0,27850.0,28200.0,933,0.0,66.0,0.0,1081382400.0,1,1.2246467991473532e-16,-1.0
27800.01,28599.99,27800.01,28570.0,1264,0.0,67.0,0.0,1081468800.0,1,1.2246467991473532e-16,-1.0
28645.0,29400.0,28645.0,29200.0,1791,0.0,68.0,0.0,1081728000.0,1,1.2246467991473532e-16,-1.0
29100.0,29970.0,28751.0,29099.0,2611,0.0,69.0,0.0,1081814400.0,1,1.2246467991473532e-16,-1.0
28505.01,29099.0,27800.0,28177.0,2204,0.0,70.0,0.0,1081900800.0,1,1.2246467991473532e-16,-1.0
28350.0,28400.0,27700.0,28100.0,1981,0.0,71.0,0.0,1081987200.0,1,1.2246467991473532e-16,-1.0
28199.0,28205.0,27350.0,27350.0,955,0.0,72.0,0.0,1082073600.0,1,1.2246467991473532e-16,-1.0
27500.0,27777.0,27000.0,27470.0,858,0.0,73.0,0.0,1082332800.0,1,1.2246467991473532e-16,-1.0
27600.0,27600.0,27200.0,27400.0,1113,0.0,74.0,0.0,1082419200.0,1,1.2246467991473532e-16,-1.0
27150.0,27400.0,26815.0,27090.0,1236,0.0,75.0,0.0,1082505600.0,1,1.2246467991473532e-16,-1.0
27090.0,27090.0,25800.0,26000.0,1151,0.0,76.0,0.0,1082592000.0,1,1.2246467991473532e-16,-1.0
26100.0,26800.0,26100.0,26360.0,1722,0.0,77.0,0.0,1082678400.0,1,1.2246467991473532e-16,-1.0
26390.0,26690.0,26382.0,26650.0,564,0.0,78.0,0.0,1082937600.0,1,1.2246467991473532e-16,-1.0
26350.0,26401.0,25800.0,26100.0,745,0.0,79.0,0.0,1083024000.0,1,1.2246467991473532e-16,-1.0
26400.0,26463.0,26050.0,26075.0,364,0.0,80.0,0.0,1083110400.0,1,1.2246467991473532e-16,-1.0
25800.0,25800.0,23200.0,24600.0,801,0.0,81.0,0.0,1083196800.0,1,1.2246467991473532e-16,-1.0
24501.0,25000.01,24450.0,24650.0,881,0.0,82.0,0.0,1083283200.0,1,1.2246467991473532e-16,-1.0
25400.0,25750.0,24550.0,24850.0,2091,0.0,83.0,0.0,1083715200.0,1,-0.25881904510252035,-0.9659258262890684
24850.0,25100.0,23500.0,23701.0,1036,0.0,84.0,0.0,1083801600.0,1,-0.25881904510252035,-0.9659258262890684
23700.0,23700.0,21800.01,22450.0,2847,0.0,85.0,0.0,1083888000.0,1,-0.25881904510252035,-0.9659258262890684
21789.0,22488.0,20351.03,22310.0,2864,0.0,86.0,0.0,1084233600.0,1,-0.25881904510252035,-0.9659258262890684
22490.0,23550.0,22490.0,23002.0,920,0.0,87.0,0.0,1084320000.0,1,-0.25881904510252035,-0.9659258262890684
23112.0,23890.0,22700.0,23000.0,1346,0.0,88.0,0.0,1084406400.0,1,-0.25881904510252035,-0.9659258262890684
23200.0,23790.0,22799.0,23500.0,1759,0.0,89.0,0.0,1084492800.0,1,-0.25881904510252035,-0.9659258262890684
23251.11,24300.0,22701.05,24200.0,694,0.0,90.0,0.0,1084752000.0,1,-0.25881904510252035,-0.9659258262890684
24250.0,24800.0,24050.0,24790.0,1111,0.0,91.0,0.0,1084838400.0,1,-0.25881904510252035,-0.9659258262890684
24600.0,25798.98,24300.0,25500.0,1752,0.0,92.0,0.0,1084924800.0,1,-0.25881904510252035,-0.9659258262890684
25501.11,25935.0,25001.15,25935.0,524,0.0,93.0,0.0,1085011200.0,1,-0.25881904510252035,-0.9659258262890684
25888.0,26300.0,25250.0,25999.0,1359,0.0,94.0,0.0,1085097600.0,1,-0.25881904510252035,-0.9659258262890684
26055.0,26500.0,25850.0,26300.0,419,0.0,95.0,0.0,1085356800.0,1,-0.25881904510252035,-0.9659258262890684
26450.0,26690.0,25250.0,25500.0,1839,0.0,96.0,0.0,1085443200.0,1,-0.25881904510252035,-0.9659258262890684
25500.0,25990.0,25100.0,25800.0,1537,0.0,97.0,0.0,1085529600.0,1,-0.25881904510252035,-0.9659258262890684
25950.0,26250.0,25450.0,25800.0,2601,0.0,98.0,0.0,1085616000.0,1,-0.25881904510252035,-0.9659258262890684
24210.0,25500.0,24150.01,24500.0,1905,0.0,99.0,0.0,1085702400.0,1,-0.25881904510252035,-0.9659258262890684
24005.5,24440.0,23800.0,23905.0,902,0.0,100.0,0.0,1085961600.0,1,-0.25881904510252035,-0.9659258262890684
23325.01,24648.99,22600.01,23000.0,2260,0.0,101.0,0.0,1086048000.0,1,-0.25881904510252035,-0.9659258262890684
23999.0,23999.0,22750.0,23685.0,3325,0.0,102.0,0.0,1086134400.0,1,-0.25881904510252035,-0.9659258262890684
24000.0,24000.0,23300.0,23899.99,1165,0.0,103.0,0.0,1086220800.0,1,-0.25881904510252035,-0.9659258262890684
23650.0,24100.0,23610.03,23800.0,365,0.0,104.0,0.0,1086307200.0,1,-0.25881904510252035,-0.9659258262890684
23995.0,24000.0,23420.0,23700.0,1002,0.0,105.0,0.0,1086566400.0,1,-0.25881904510252035,-0.9659258262890684
23700.0,23980.0,23550.0,23949.0,774,0.0,106.0,0.0,1086652800.0,1,-0.25881904510252035,-0.9659258262890684
23999.99,24096.0,23725.0,23874.99,1986,0.0,107.0,0.0,1086739200.0,1,-0.25881904510252035,-0.9659258262890684
23150.0,23750.0,23150.0,23701.0,1389,0.0,108.0,0.0,1086825600.0,1,-0.25881904510252035,-0.9659258262890684
23611.0,23800.0,23505.0,23700.0,369,0.0,109.0,0.0,1086912000.0,1,-0.25881904510252035,-0.9659258262890684
23400.0,23400.0,22601.01,22990.0,2267,0.0,110.0,0.0,1087257600.0,1,-0.5000000000000001,-0.8660254037844386
22400.0,22600.0,22250.0,22600.0,1435,0.0,111.0,0.0,1087344000.0,1,-0.5000000000000001,-0.8660254037844386
22996.0,24000.0,22515.0,23900.0,3431,0.0,112.0,0.0,1087430400.0,1,-0.5000000000000001,-0.8660254037844386
24050.0,25300.0,23600.0,25000.0,1665,0.0,113.0,0.0,1087516800.0,1,-0.5000000000000001,-0.8660254037844386
25200.0,26200.0,24901.0,25900.0,2393,0.0,114.0,0.0,1087776000.0,1,-0.5000000000000001,-0.8660254037844386
25400.0,25750.0,25101.0,25250.0,368,0.0,115.0,0.0,1087862400.0,1,-0.5000000000000001,-0.8660254037844386
25250.0,25701.0,25250.0,25410.0,628,0.0,116.0,0.0,1087948800.0,1,-0.5000000000000001,-0.8660254037844386
25250.0,25650.0,25250.0,25550.01,417,0.0,117.0,0.0,1088035200.0,1,-0.5000000000000001,-0.8660254037844386
25301.02,25550.0,25151.0,25499.99,220,0.0,118.0,0.0,1088121600.0,1,-0.5000000000000001,-0.8660254037844386
25300.0,25399.99,24770.0,25000.01,614,0.0,119.0,0.0,1088380800.0,1,-0.5000000000000001,-0.8660254037844386
25000.0,25500.0,25000.0,25450.0,979,0.0,120.0,0.0,1088467200.0,1,-0.5000000000000001,-0.8660254037844386
25589.0,26095.0,25500.0,26094.0,1706,0.0,121.0,0.0,1088553600.0,1,-0.5000000000000001,-0.8660254037844386
26200.0,27200.0,25000.0,25500.0,4103,0.0,122.0,0.0,1088640000.0,1,-0.5000000000000001,-0.8660254037844386
25101.0,25990.0,25050.0,25800.0,1078,0.0,123.0,0.0,1088726400.0,1,-0.5000000000000001,-0.8660254037844386
25500.0,26479.99,25105.0,25450.0,1388,0.0,124.0,0.0,1088985600.0,1,-0.5000000000000001,-0.8660254037844386
25450.0,26000.0,25251.0,25450.0,887,0.0,125.0,0.0,1089072000.0,1,-0.5000000000000001,-0.8660254037844386
24900.0,25500.0,24900.0,25390.0,1167,0.0,126.0,0.0,1089158400.0,1,-0.5000000000000001,-0.8660254037844386
25389.0,25400.0,24350.0,24740.0,1720,0.0,127.0,0.0,1089244800.0,1,-0.5000000000000001,-0.8660254037844386
24900.0,24900.0,24000.0,24226.0,1773,0.0,128.0,0.0,1089331200.0,1,-0.5000000000000001,-0.8660254037844386
24747.0,25000.0,24300.0,24800.0,1323,0.0,129.0,0.0,1089590400.0,1,-0.5000000000000001,-0.8660254037844386
25000.0,25350.0,24950.0,25299.99,919,0.0,130.0,0.0,1089676800.0,1,-0.5000000000000001,-0.8660254037844386
25000.0,25450.0,24750.0,25000.0,1167,0.0,131.0,0.0,1089763200.0,1,-0.5000000000000001,-0.8660254037844386
25350.0,25500.0,25205.0,25500.0,2495,0.0,132.0,0.0,1089849600.0,1,-0.5000000000000001,-0.8660254037844386
25200.0,25300.0,25000.0,25240.0,2060,0.0,133.0,0.0,1089936000.0,1,-0.5000000000000001,-0.8660254037844386
25460.0,25999.99,25415.0,25950.0,2329,0.0,134.0,0.0,1090195200.0,1,-0.5000000000000001,-0.8660254037844386
25950.0,26149.99,25100.0,25188.88,2325,0.0,135.0,0.0,1090281600.0,1,-0.5000000000000001,-0.8660254037844386
25590.0,25600.0,24950.0,25249.0,1425,0.0,136.0,0.0,1090368000.0,1,-0.5000000000000001,-0.8660254037844386
25000.0,25000.0,24451.0,24699.0,805,0.0,137.0,0.0,1090454400.0,1,-0.5000000000000001,-0.8660254037844386
24970.0,24970.0,24700.0,24964.0,348,0.0,138.0,0.0,1090540800.0,1,-0.5000000000000001,-0.8660254037844386
25100.0,25450.0,23950.01,23950.01,684,0.0,139.0,0.0,1090800000.0,1,-0.7071067811865475,-0.7071067811865477
24000.0,24190.0,23460.0,23500.0,2628,0.0,140.0,0.0,1090886400.0,1,-0.7071067811865475,-0.7071067811865477
23600.0,23700.0,21600.0,21800.0,3898,0.0,141.0,0.0,1090972800.0,1,-0.7071067811865475,-0.7071067811865477
22600.0,22860.0,21700.01,22600.0,1176,0.0,142.0,0.0,1091059200.0,1,-0.7071067811865475,-0.7071067811865477
23000.0,23240.0,22700.0,23240.0,441,0.0,143.0,0.0,1091145600.0,1,-0.7071067811865475,-0.7071067811865477
23350.0,23769.98,23350.0,23650.0,872,0.0,144.0,0.0,1091404800.0,1,-0.7071067811865475,-0.7071067811865477
23220.0,23700.0,23220.0,23500.0,881,0.0,145.0,0.0,1091491200.0,1,-0.7071067811865475,-0.7071067811865477
23000.0,23700.0,23000.0,23637.0,809,0.0,146.0,0.0,1091577600.0,1,-0.7071067811865475,-0.7071067811865477
23500.0,24000.0,23251.0,23589.0,743,0.0,147.0,0.0,1091664000.0,1,-0.7071067811865475,-0.7071067811865477
23550.0,23680.0,23500.0,23650.0,320,0.0,148.0,0.0,1091750400.0,1,-0.7071067811865475,-0.7071067811865477
24000.0,24290.0,23470.0,23740.0,494,0.0,149.0,0.0,1092009600.0,1,-0.7071067811865475,-0.7071067811865477
23500.0,23700.0,23400.0,23500.0,360,0.0,150.0,0.0,1092096000.0,1,-0.7071067811865475,-0.7071067811865477
23400.0,23490.0,23300.0,23380.0,1788,0.0,151.0,0.0,1092182400.0,1,-0.7071067811865475,-0.7071067811865477
23005.0,24900.0,22000.0,22250.0,3704,0.0,152.0,0.0,1092268800.0,1,-0.7071067811865475,-0.7071067811865477
22390.0,22650.0,22022.0,22570.0,1843,0.0,153.0,0.0,1092355200.0,1,-0.7071067811865475,-0.7071067811865477
22600.0,22820.0,22326.0,22701.01,837,0.0,154.0,0.0,1092614400.0,1,-0.7071067811865475,-0.7071067811865477
22799.99,22849.0,22649.0,22700.0,1032,0.0,155.0,0.0,1092700800.0,1,-0.7071067811865475,-0.7071067811865477
22920.0,22920.0,22202.0,22489.8,1765,0.0,156.0,0.0,1092787200.0,1,-0.7071067811865475,-0.7071067811865477
22350.0,22600.0,22301.0,22464.9,577,0.0,157.0,0.0,1092873600.0,1,-0.7071067811865475,-0.7071067811865477
22499.0,22650.0,22450.01,22480.0,1057,0.0,158.0,0.0,1092960000.0,1,-0.7071067811865475,-0.7071067811865477
22255.0,22490.0,22250.0,22479.99,392,0.0,159.0,0.0,1093219200.0,1,-0.7071067811865475,-0.7071067811865477
22600.0,22745.0,22510.0,22600.0,364,0.0,160.0,0.0,1093305600.0,1,-0.7071067811865475,-0.7071067811865477
22500.0,22750.0,22360.0,22699.0,875,0.0,161.0,0.0,1093392000.0,1,-0.7071067811865475,-0.7071067811865477
22677.0,22988.99,22677.0,22900.0,1637,0.0,162.0,0.0,1093478400.0,1,-0.7071067811865475,-0.7071067811865477
23199.0,23680.0,22952.0,23600.0,1622,0.0,163.0,0.0,1093564800.0,1,-0.7071067811865475,-0.7071067811865477
23401.0,23847.9,23401.0,23630.0,585,0.0,164.0,0.0,1093824000.0,1,-0.7071067811865475,-0.7071067811865477
23500.0,24600.0,23500.0,24600.0,1871,0.0,165.0,0.0,1093910400.0,1,-0.7071067811865475,-0.7071067811865477
24600.0,24950.0,24158.0,24950.0,1036,0.0,166.0,0.0,1093996800.0,1,-0.7071067811865475,-0.7071067811865477
25000.0,25300.0,24502.0,25150.0,1214,0.0,167.0,0.0,1094083200.0,1,-0.7071067811865475,-0.7071067811865477
25100.0,25100.0,24900.0,25010.01,838,0.0,168.0,0.0,1094169600.0,1,-0.7071067811865475,-0.7071067811865477
25050.0,25200.0,24920.0,25100.0,716,0.0,169.0,0.0,1094428800.0,1,-0.8660254037844384,-0.5000000000000004
25000.0,25400.0,25000.0,25150.0,1240,0.0,170.0,0.0,1094515200.0,1,-0.8660254037844384,-0.5000000000000004
25150.0,25400.0,25104.0,25104.0,634,0.0,171.0,0.0,1094601600.0,1,-0.8660254037844384,-0.5000000000000004
25140.0,25279.0,24999.0,25279.0,556,0.0,172.0,0.0,1094688000.0,1,-0.8660254037844384,-0.5000000000000004
25190.0,25600.0,25190.0,25600.0,566,0.0,173.0,0.0,1094774400.0,1,-0.8660254037844384,-0.5000000000000004
25735.0,25800.0,25477.0,25800.0,792,0.0,174.0,0.0,1095033600.0,1,-0.8660254037844384,-0.5000000000000004
25060.0,27000.0,25060.0,26600.0,2956,0.0,175.0,0.0,1095120000.0,1,-0.8660254037844384,-0.5000000000000004
26700.0,26999.0,26300.0,26400.0,1505,0.0,176.0,0.0,1095206400.0,1,-0.8660254037844384,-0.5000000000000004
26300.0,26700.0,26150.0,26150.0,2041,0.0,177.0,0.0,1095292800.0,1,-0.8660254037844384,-0.5000000000000004
26200.0,26600.0,26200.0,26400.0,1000,0.0,178.0,0.0,1095379200.0,1,-0.8660254037844384,-0.5000000000000004
26700.0,26900.0,26500.0,26750.0,696,0.0,179.0,0.0,1095638400.0,1,-0.8660254037844384,-0.5000000000000004
26700.0,27035.0,26676.0,27035.0,1078,0.0,180.0,0.0,1095724800.0,1,-0.8660254037844384,-0.5000000000000004
27194.0,27194.0,26508.88,26588.88,790,0.0,181.0,0.0,1095811200.0,1,-0.8660254037844384,-0.5000000000000004
26600.0,26600.0,26210.0,26370.0,2111,0.0,182.0,0.0,1095897600.0,1,-0.8660254037844384,-0.5000000000000004
26550.0,26550.0,26200.0,26398.0,1690,0.0,183.0,0.0,1095984000.0,1,-0.8660254037844384,-0.5000000000000004
26400.0,26550.0,26250.0,26280.0,478,0.0,184.0,0.0,1096243200.0,1,-0.8660254037844384,-0.5000000000000004
26201.0,26201.0,25900.0,25900.0,2619,0.0,185.0,0.0,1096329600.0,1,-0.8660254037844384,-0.5000000000000004
25850.0,26290.0,25850.0,26240.0,1607,0.0,186.0,0.0,1096416000.0,1,-0.8660254037844384,-0.5000000000000004
26250.0,26330.0,25950.0,26100.0,1564,0.0,187.0,0.0,1096502400.0,1,-0.8660254037844384,-0.5000000000000004
25900.0,27500.0,25900.0,27400.0,3120,0.0,188.0,0.0,1096588800.0,1,-0.8660254037844384,-0.5000000000000004
27500.0,28000.0,27101.01,27720.0,1323,0.0,189.0,0.0,1096848000.0,1,-0.8660254037844384,-0.5000000000000004
27700.0,28012.0,27550.0,27848.0,2176,0.0,190.0,0.0,1096934400.0,1,-0.8660254037844384,-0.5000000000000004
27898.0,28298.99,27730.0,28250.0,3223,0.0,191.0,0.0,1097020800.0,1,-0.8660254037844384,-0.5000000000000004
28260.0,28877.0,28250.0,28535.0,1992,0.0,192.0,0.0,1097107200.0,1,-0.8660254037844384,-0.5000000000000004
28750.0,28750.0,28201.0,28350.0,622,0.0,193.0,0.0,1097193600.0,1,-0.8660254037844384,-0.5000000000000004
28333.0,28449.99,28260.0,28380.0,618,0.0,194.0,0.0,1097452800.0,1,-0.8660254037844384,-0.5000000000000004
28310.0,28350.0,26650.0,26712.1,2691,0.0,195.0,0.0,1097539200.0,1,-0.8660254037844384,-0.5000000000000004
26999.99,27190.1,26701.0,26900.0,1906,0.0,196.0,0.0,1097625600.0,1,-0.8660254037844384,-0.5000000000000004
26861.0,27244.0,26600.0,26999.0,1344,0.0,197.0,0.0,1097712000.0,1,-0.8660254037844384,-0.5000000000000004
26789.0,26955.0,26550.0,26898.0,916,0.0,198.0,0.0,1097798400.0,1,-0.8660254037844384,-0.5000000000000004
26902.0,27674.99,26900.05,27600.0,4152,0.0,199.0,0.0,1098057600.0,1,-0.9659258262890683,-0.25881904510252063
27650.0,27890.0,27500.0,27700.0,1845,0.0,200.0,0.0,1098144000.0,1,-0.9659258262890683,-0.25881904510252063
27700.0,27700.0,27000.0,27100.0,1635,0.0,201.0,0.0,1098230400.0,1,-0.9659258262890683,-0.25881904510252063
27000.0,27250.0,26795.0,27200.0,2256,0.0,202.0,0.0,1098316800.0,1,-0.9659258262890683,-0.25881904510252063
27325.0,27700.0,27201.0,27670.0,1025,0.0,203.0,0.0,1098403200.0,1,-0.9659258262890683,-0.25881904510252063
27700.0,27750.0,27450.0,27455.0,933,0.0,204.0,0.0,1098662400.0,1,-0.9659258262890683,-0.25881904510252063
27500.0,27700.0,27305.0,27600.0,3670,0.0,205.0,0.0,1098748800.0,1,-0.9659258262890683,-0.25881904510252063
27500.11,27900.0,27300.0,27630.0,2019,0.0,206.0,0.0,1098835200.0,1,-0.9659258262890683,-0.25881904510252063
27630.0,27630.0,26958.0,27000.0,2516,0.0,207.0,0.0,1098921600.0,1,-0.9659258262890683,-0.25881904510252063
26738.0,27589.99,26738.0,27250.0,1052,0.0,208.0,0.0,1099008000.0,1,-0.9659258262890683,-0.25881904510252063
27300.0,27590.0,27027.0,27100.0,1543,0.0,209.0,0.0,1099267200.0,1,-0.9659258262890683,-0.25881904510252063
27000.0,27150.0,26800.0,27060.0,1443,0.0,210.0,0.0,1099353600.0,1,-0.9659258262890683,-0.25881904510252063
27050.0,27180.0,26415.0,26499.99,12929,0.0,211.0,0.0,1099440000.0,1,-0.9659258262890683,-0.25881904510252063
26500.0,26639.0,26300.0,26540.0,2427,0.0,212.0,0.0,1099526400.0,1,-0.9659258262890683,-0.25881904510252063
26648.0,26800.0,26215.0,26255.0,2418,0.0,213.0,0.0,1099612800.0,1,-0.9659258262890683,-0.25881904510252063
26400.0,26699.99,26004.0,26010.0,1447,0.0,214.0,0.0,1099958400.0,1,-0.9659258262890683,-0.25881904510252063
26200.0,26250.0,25925.0,26250.0,580,0.0,215.0,0.0,1100044800.0,1,-0.9659258262890683,-0.25881904510252063
26200.0,26690.0,26157.0,26270.0,1479,0.0,216.0,0.0,1100131200.0,1,-0.9659258262890683,-0.25881904510252063
26495.0,26550.0,26200.0,26550.0,578,0.0,217.0,0.0,1100217600.0,1,-0.9659258262890683,-0.25881904510252063
26550.0,26670.0,24388.88,24425.0,9304,0.0,218.0,0.0,1100476800.0,1,-0.9659258262890683,-0.25881904510252063
24400.0,24994.0,24400.0,24900.0,1967,0.0,219.0,0.0,1100563200.0,1,-0.9659258262890683,-0.25881904510252063
25000.0,25289.0,24900.0,25200.0,1631,0.0,220.0,0.0,1100649600.0,1,-0.9659258262890683,-0.25881904510252063
