RNN,LSTM,GB
86.55068417914909,66.74173772191557,30.627499088890573
185.49710148723494,132.69054916206875,136.08050342573816
89424.90726881444,45830.15518026596,540238.1833189126
7222.8080641641,5666.863347207937,59266.509698768925
723.720697787204,476.7960629042798,2281.0410872441325
48605409.13769245,47200045.098019145,26871469.995429706
