RNN,LSTM,GB
0.02775754802074372,0.02326675514816132,0.012736980663139325
0.0495356720248977,0.042377296704322207,0.03181452407886251
0.044529749890379874,0.03256145263766387,0.09652028035346129
0.050758197042573484,0.0487339579563819,0.12918779760333543
0.05173687315530723,0.04048411552926066,0.06239579574606808
0.043222194522458075,0.04161570030635621,0.030972519279236926
