<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NVTK,D,15/11/06,000000,160.5000000,161.4000000,157.8500000,158.0000000,69312
NVTK,D,16/11/06,000000,158.0100000,159.0000000,156.5000000,157.4900000,107044
NVTK,D,17/11/06,000000,156.9000000,157.9000000,150.9000000,153.1900000,132907
NVTK,D,20/11/06,000000,153.9600000,155.0100000,150.1000000,151.1000000,130305
NVTK,D,21/11/06,000000,153.0000000,155.2600000,152.0000000,154.0000000,175729
NVTK,D,22/11/06,000000,155.0000000,157.6900000,149.7500000,155.8800000,403386
NVTK,D,23/11/06,000000,155.7900000,160.9900000,155.2000000,160.0000000,145086
NVTK,D,24/11/06,000000,160.0000000,160.9900000,157.8000000,160.9000000,47456
NVTK,D,27/11/06,000000,160.9000000,164.9000000,159.1000000,161.3300000,237834
NVTK,D,28/11/06,000000,161.3500000,162.4000000,158.9200000,160.7400000,46539
NVTK,D,29/11/06,000000,163.0000000,168.9800000,160.0300000,168.8200000,114161
NVTK,D,30/11/06,000000,168.5000000,172.0000000,167.5000000,170.0000000,262893
NVTK,D,01/12/06,000000,170.0000000,173.0000000,169.0100000,169.5000000,50584
NVTK,D,04/12/06,000000,168.5000000,174.0000000,168.5000000,171.5000000,85477
NVTK,D,05/12/06,000000,171.1000000,173.9800000,170.8500000,172.5000000,155826
NVTK,D,06/12/06,000000,173.9700000,174.5300000,172.0000000,173.9500000,74199
NVTK,D,07/12/06,000000,173.0100000,175.4000000,172.2000000,173.0000000,89721
NVTK,D,08/12/06,000000,174.0000000,174.0000000,171.7000000,172.0000000,56223
NVTK,D,11/12/06,000000,171.7000000,173.5800000,169.5200000,170.6000000,62569
NVTK,D,12/12/06,000000,170.6000000,172.2300000,170.0000000,172.2200000,39383
NVTK,D,13/12/06,000000,169.7000000,172.5000000,165.1000000,167.3800000,89648
NVTK,D,14/12/06,000000,167.9900000,170.0100000,167.7100000,167.9500000,149982
NVTK,D,15/12/06,000000,169.9900000,171.2000000,168.0000000,169.4000000,71190
NVTK,D,18/12/06,000000,170.1000000,171.1000000,169.2500000,171.0000000,104760
NVTK,D,19/12/06,000000,170.0000000,171.0000000,165.0000000,167.9000000,145707
NVTK,D,20/12/06,000000,168.0400000,170.0000000,167.1000000,168.2900000,35970
NVTK,D,21/12/06,000000,170.5000000,170.5000000,165.5100000,167.3200000,65967
NVTK,D,22/12/06,000000,167.5000000,168.0000000,165.0300000,167.5000000,57308
NVTK,D,25/12/06,000000,167.0700000,167.4900000,163.4100000,163.9100000,33739
NVTK,D,26/12/06,000000,165.7000000,166.0000000,163.5000000,165.7900000,30887
NVTK,D,27/12/06,000000,165.7000000,165.8400000,163.4700000,164.3000000,73446
NVTK,D,28/12/06,000000,163.5200000,168.4800000,160.0200000,165.5000000,73382
NVTK,D,29/12/06,000000,166.7100000,168.4800000,165.0000000,166.4000000,46460
NVTK,D,09/01/07,000000,160.0000000,160.0000000,148.5000000,149.0000000,290295
NVTK,D,10/01/07,000000,153.0100000,154.0000000,144.4200000,149.5000000,452017
NVTK,D,11/01/07,000000,149.0000000,156.0000000,147.0100000,155.0000000,140499
NVTK,D,12/01/07,000000,154.3800000,156.5500000,152.0000000,153.0000000,470652
NVTK,D,15/01/07,000000,156.4900000,159.5000000,154.0000000,159.0000000,91598
NVTK,D,16/01/07,000000,159.5000000,161.0000000,153.6000000,155.1000000,269763
NVTK,D,17/01/07,000000,154.0100000,156.0000000,150.0100000,151.0000000,171740
NVTK,D,18/01/07,000000,151.8900000,154.8800000,149.0200000,151.6400000,127044
NVTK,D,19/01/07,000000,150.9500000,153.9000000,150.5200000,153.8000000,179646
NVTK,D,22/01/07,000000,155.0100000,157.0000000,153.4100000,156.0300000,112568
NVTK,D,23/01/07,000000,156.9900000,157.0000000,153.0000000,154.4000000,108623
NVTK,D,24/01/07,000000,156.9900000,158.7300000,154.9300000,154.9300000,196279
NVTK,D,25/01/07,000000,157.9600000,158.8000000,154.9600000,155.9900000,119769
NVTK,D,26/01/07,000000,155.0100000,155.7100000,150.5000000,150.5000000,129026
NVTK,D,29/01/07,000000,152.1000000,156.0000000,147.0000000,147.0400000,380532
NVTK,D,30/01/07,000000,147.0400000,148.8400000,146.0000000,147.0000000,274369
NVTK,D,31/01/07,000000,149.6700000,149.9800000,145.0000000,146.7500000,146920
NVTK,D,01/02/07,000000,148.1000000,151.9000000,147.9000000,150.1600000,158919
NVTK,D,02/02/07,000000,151.4100000,152.0000000,149.3400000,151.1900000,111212
NVTK,D,05/02/07,000000,151.4900000,153.2000000,150.5200000,152.9000000,102016
NVTK,D,06/02/07,000000,152.9000000,155.6400000,152.8900000,155.0000000,134300
NVTK,D,07/02/07,000000,155.0000000,155.1300000,152.1500000,154.4900000,57500
NVTK,D,08/02/07,000000,151.6100000,154.0000000,149.0000000,149.1400000,145123
NVTK,D,09/02/07,000000,152.0000000,153.9900000,147.7000000,149.4900000,205040
NVTK,D,12/02/07,000000,146.1900000,149.8800000,140.0000000,141.9700000,165418
NVTK,D,13/02/07,000000,141.0000000,144.5000000,140.5000000,143.5000000,241976
NVTK,D,14/02/07,000000,145.0000000,148.0000000,142.8600000,146.1000000,75792
NVTK,D,15/02/07,000000,146.0000000,146.7900000,142.2400000,143.3600000,61213
NVTK,D,16/02/07,000000,144.4900000,144.8600000,142.2600000,144.5000000,39621
NVTK,D,19/02/07,000000,145.9800000,146.9300000,144.0100000,145.3600000,107579
NVTK,D,20/02/07,000000,146.0000000,146.1000000,143.7500000,143.7500000,50487
NVTK,D,21/02/07,000000,143.9000000,145.4000000,143.7900000,144.6000000,57248
NVTK,D,22/02/07,000000,145.9900000,150.7900000,145.9900000,150.0000000,199891
NVTK,D,26/02/07,000000,152.4000000,152.7500000,149.6000000,151.0000000,244242
NVTK,D,27/02/07,000000,150.0000000,150.3000000,143.3300000,144.8900000,144041
NVTK,D,28/02/07,000000,142.1100000,144.0000000,132.7100000,142.0000000,109271
NVTK,D,01/03/07,000000,141.9600000,144.5000000,134.0900000,136.0000000,154262
NVTK,D,02/03/07,000000,136.2100000,141.5000000,136.2000000,140.0000000,120003
NVTK,D,05/03/07,000000,134.0500000,135.5000000,130.0000000,132.0300000,136343
NVTK,D,06/03/07,000000,134.8900000,137.0000000,132.8000000,134.8900000,173722
NVTK,D,07/03/07,000000,136.7800000,137.9700000,131.6100000,133.5000000,141590
NVTK,D,09/03/07,000000,135.1000000,144.0000000,135.0000000,141.0000000,199514
NVTK,D,12/03/07,000000,140.9900000,142.9900000,137.5300000,139.0000000,53095
NVTK,D,13/03/07,000000,140.0000000,142.9100000,133.0000000,136.5000000,171370
NVTK,D,14/03/07,000000,131.0000000,134.9600000,125.9900000,134.9000000,216218
NVTK,D,15/03/07,000000,137.0100000,137.1900000,134.5000000,136.0000000,71112
NVTK,D,16/03/07,000000,135.0000000,137.1200000,134.0300000,136.9500000,46467
NVTK,D,19/03/07,000000,138.3300000,139.5000000,136.6000000,138.4500000,60854
NVTK,D,20/03/07,000000,138.0100000,141.0000000,137.0500000,140.8900000,154851
NVTK,D,21/03/07,000000,141.0000000,142.3400000,138.0200000,139.9700000,35306
NVTK,D,22/03/07,000000,145.7000000,146.7400000,140.9400000,144.9900000,1116280
NVTK,D,23/03/07,000000,145.0000000,152.5000000,144.0600000,151.2100000,334498
NVTK,D,26/03/07,000000,151.6500000,157.0000000,151.0000000,156.0000000,259734
NVTK,D,27/03/07,000000,155.5000000,158.2000000,152.1100000,154.7700000,124594
NVTK,D,28/03/07,000000,154.8500000,160.0000000,153.5000000,153.5000000,378116
NVTK,D,29/03/07,000000,155.5000000,158.9000000,149.7500000,153.1900000,406513
NVTK,D,30/03/07,000000,153.0000000,155.0000000,148.5000000,150.0000000,355171
NVTK,D,02/04/07,000000,151.2000000,152.3300000,147.1000000,148.9700000,143934
NVTK,D,03/04/07,000000,149.9900000,150.3400000,144.5000000,145.5000000,257161
NVTK,D,04/04/07,000000,147.0000000,148.4800000,144.0100000,145.7900000,616279
NVTK,D,05/04/07,000000,146.0300000,149.2500000,145.0000000,148.3500000,532968
NVTK,D,06/04/07,000000,148.0000000,148.0000000,142.9900000,145.0000000,490738
NVTK,D,09/04/07,000000,145.8900000,148.2800000,143.6600000,147.2900000,640763
NVTK,D,10/04/07,000000,145.1300000,146.1700000,143.5200000,145.3500000,531058
NVTK,D,11/04/07,000000,146.9900000,150.2000000,146.3100000,147.7000000,773507
NVTK,D,12/04/07,000000,146.0000000,148.5500000,144.6700000,146.5000000,519138
NVTK,D,13/04/07,000000,147.5000000,153.5000000,147.5000000,152.6800000,552944
NVTK,D,16/04/07,000000,152.5000000,156.5000000,148.5000000,154.8800000,561937
NVTK,D,17/04/07,000000,155.5000000,155.9800000,151.1000000,154.6000000,547484
NVTK,D,18/04/07,000000,154.9000000,156.5000000,152.3600000,154.0000000,582661
NVTK,D,19/04/07,000000,150.0000000,152.0000000,147.0000000,148.5000000,510171
NVTK,D,20/04/07,000000,150.4900000,154.8900000,150.4900000,154.8900000,151276
NVTK,D,23/04/07,000000,155.0000000,157.0000000,153.8000000,155.5800000,270409
NVTK,D,24/04/07,000000,155.8500000,155.8500000,144.5000000,144.5600000,1295912
NVTK,D,25/04/07,000000,144.0000000,144.0300000,140.4000000,143.5000000,311219
NVTK,D,26/04/07,000000,144.4400000,146.3600000,142.9500000,142.9500000,240026
NVTK,D,27/04/07,000000,143.4000000,143.4000000,136.7000000,137.0100000,303512
NVTK,D,28/04/07,000000,138.0000000,140.9900000,137.5300000,139.0000000,133526
NVTK,D,02/05/07,000000,140.3500000,140.3500000,133.5000000,134.9000000,202283
NVTK,D,03/05/07,000000,136.4400000,137.5000000,135.2000000,136.3000000,205176
NVTK,D,04/05/07,000000,136.4000000,139.8900000,136.0200000,138.9900000,159407
NVTK,D,07/05/07,000000,139.0100000,141.4400000,137.5000000,140.0000000,43748
NVTK,D,08/05/07,000000,140.4700000,141.4000000,136.6100000,137.8000000,139710
NVTK,D,10/05/07,000000,137.0000000,138.5000000,133.1000000,133.6500000,151017
