iter	RMSE
313	1939.221316
314	1937.492401
315	1936.646459
316	1935.174608
317	1934.238462
318	1930.428772
319	1927.120862
320	1924.612405
321	1923.05208
322	1920.250386
323	1919.070469
324	1915.624848
325	1913.512638
326	1910.960559
327	1907.946223
328	1906.647264
329	1904.678125
330	1903.450462
331	1901.631438
332	1899.624543
333	1896.474008
334	1895.329976
335	1893.393842
336	1891.470173
337	1890.245198
338	1887.688573
339	1885.86375
340	1885.035378
341	1884.874891
342	1881.067546
343	1880.295727
344	1878.945484
345	1877.85933
346	1877.125345
347	1873.316598
348	1871.61772
349	1870.515343
350	1869.050967
351	1867.87365
352	1866.103529
353	1864.789084
354	1863.580462
355	1862.053653
356	1858.971525
357	1857.058233
358	1853.956042
359	1852.297504
360	1851.288582
361	1849.486638
362	1846.176975
363	1845.226662
364	1842.369602
365	1837.512245
366	1835.991573
367	1833.870686
368	1832.153772
369	1829.276522
370	1827.078612
371	1826.41059
372	1825.253284
373	1823.810366
374	1822.457274
375	1820.859988
376	1820.02241
377	1817.287182
378	1814.013177
379	1811.987076
380	1810.017944
381	1807.987916
382	1807.217081
383	1805.841363
384	1804.640694
385	1803.278681
386	1800.824508
387	1799.385324
388	1798.308025
389	1797.66261
390	1797.042954
391	1795.288945
392	1793.759193
393	1792.94869
394	1791.67738
395	1789.193641
396	1785.877134
397	1784.775662
398	1782.679466
399	1781.574468
400	1778.961156
401	1777.399087
402	1776.062963
403	1774.360846
404	1771.906058
405	1768.290622
406	1766.921626
407	1763.894812
408	1762.799904
409	1761.979588
410	1760.329489
411	1757.012982
412	1756.071742
413	1754.333965
414	1754.064015
415	1753.153133
416	1751.465966
417	1750.068145
418	1748.337469
419	1747.637426
420	1743.794647
421	1742.817554
422	1742.236207
423	1738.776637
424	1737.573823
425	1735.692277
426	1735.015759
427	1732.657699
428	1731.533042
429	1730.691935
430	1730.110595
431	1728.825837
432	1726.171215
433	1724.394319
434	1722.31201
435	1720.854062
436	1719.631373
437	1717.710325
438	1716.623645
439	1715.705415
440	1714.779217
441	1713.504238
442	1709.749975
443	1709.340839
444	1707.551558
445	1705.928479
446	1704.024508
447	1702.009759
448	1700.133901
449	1699.761948
450	1698.3817
451	1697.259958
452	1695.117419
453	1693.960186
454	1693.171849
455	1690.772533
456	1689.818623
457	1688.734917
458	1686.940042
459	1686.250688
460	1685.255909
461	1684.26756
462	1682.679912
463	1680.143886
464	1679.431936
465	1677.877374
466	1677.458175
467	1675.795158
468	1674.488092
469	1673.965785
470	1672.378273
471	1670.703345
472	1669.610805
473	1668.430876
474	1667.205501
475	1665.904619
476	1665.029874
477	1664.122298
478	1663.070879
479	1662.306199
480	1659.835701
481	1659.3262
482	1658.661923
483	1657.543092
484	1655.684053
485	1654.552021
486	1653.433832
487	1652.881037
488	1652.260342
489	1650.876906
490	1647.616744
491	1645.876398
492	1645.169078
493	1643.478401
494	1642.73109
495	1641.09684
496	1639.630955
497	1639.197162
498	1638.178314
499	1637.436245
500	1635.652366
501	1634.927417
502	1634.159373
503	1633.315385
504	1633.213486
505	1632.43792
506	1631.814689
507	1631.52758
508	1630.964348
509	1629.386887
510	1627.780666
511	1625.265183
512	1623.69877
513	1622.087547
514	1621.211107
515	1620.186765
516	1619.420311
517	1618.035908
518	1616.979762
519	1615.522843
520	1613.40408
521	1612.649923
522	1610.471855
523	1608.266116
524	1607.53312
525	1606.457437
526	1605.052467
527	1603.900437
528	1600.676176
529	1597.873583
530	1596.422647
531	1595.426607
532	1593.293807
533	1592.15262
534	1590.347523
535	1589.649569
536	1588.266479
537	1586.691934
538	1585.797515
539	1585.287644
540	1583.37385
541	1582.144014
542	1581.408319
543	1580.24257
544	1578.896011
545	1577.934265
546	1577.701126
547	1576.38158
548	1575.608945
549	1574.696214
550	1573.362334
551	1571.758487
552	1570.857541
553	1570.215856
554	1569.195643
555	1568.126343
556	1567.696456
557	1566.361819
558	1563.950038
559	1562.730169
560	1561.704304
561	1561.428511
562	1560.901026
563	1560.136184
564	1559.675664
565	1558.900547
566	1558.349803
567	1557.387529
568	1555.945605
569	1554.980692
570	1553.257818
571	1552.450465
572	1550.267303
573	1549.46711
574	1547.963348
575	1547.298965
576	1546.384672
577	1545.414798
578	1542.972324
579	1541.771273
580	1539.904796
581	1536.103774
582	1535.904694
583	1534.951882
584	1534.216207
585	1533.609629
586	1532.655803
587	1532.338953
588	1531.440442
589	1529.558208
590	1528.634522
591	1527.594919
592	1526.721408
593	1526.01425
594	1524.726121
595	1523.531735
596	1522.983692
597	1522.45342
598	1521.69357
599	1520.351847
600	1520.057322
601	1519.466768
602	1517.212473
603	1515.522302
604	1514.816076
605	1513.903288
606	1513.061857
607	1512.614158
608	1510.985695
609	1510.463055
610	1509.567964
611	1508.714357
612	1506.330861
613	1505.628941
614	1504.995285
615	1504.496239
616	1504.164236
617	1502.882449
618	1502.460466
619	1502.142559
620	1501.539551
621	1500.20805
622	1497.596391
623	1496.862487
624	1496.806734
625	1495.830068
626	1494.048377
627	1493.382134
628	1492.765334
629	1491.155195
630	1490.074087
631	1489.309978
632	1488.081634
633	1486.905774
634	1485.740127
635	1485.028681
636	1484.341368
637	1483.181816
638	1482.586169
639	1481.778007
640	1481.435932
641	1480.323263
642	1479.123935
643	1478.297022
644	1476.439397
645	1475.706977
646	1474.496933
647	1473.377963
648	1472.776254
649	1472.276746
650	1471.472906
651	1470.475717
652	1467.858836
653	1467.129211
654	1466.374991
655	1465.460588
656	1464.562146
657	1463.342364
658	1462.457816
659	1461.473978
660	1460.456625
661	1459.652048
662	1457.899255
663	1457.466395
664	1456.332586
665	1455.432657
666	1454.92947
667	1453.843303
668	1452.90768
669	1450.74214
670	1450.362448
671	1449.674015
672	1449.224394
673	1448.371813
674	1447.84197
675	1447.401167
676	1446.31868
677	1445.742728
678	1444.788125
679	1443.461278
680	1442.901912
681	1442.769186
682	1442.381179
683	1441.848533
684	1440.908846
685	1439.714811
686	1438.378403
687	1436.969364
688	1435.799524
689	1435.454125
690	1435.156955
691	1434.1531
692	1433.018345
693	1432.712988
694	1432.047371
695	1431.047954
696	1430.664674
697	1429.804283
698	1428.927111
699	1428.119941
700	1427.361612
701	1426.360283
702	1426.162331
703	1424.683285
704	1423.79271
705	1422.880664
706	1422.204874
707	1421.573425
708	1421.081328
709	1420.531768
710	1419.673463
711	1418.443424
712	1417.357115
713	1416.472262
714	1415.723464
715	1415.159831
716	1414.700929
717	1413.103371
718	1412.851345
719	1411.862296
720	1411.044667
721	1408.098518
722	1407.024981
723	1406.22873
724	1405.900132
725	1403.469644
726	1402.803648
727	1402.353166
728	1401.555233
729	1401.472136
730	1401.034717
731	1400.265244
732	1399.903115
733	1399.721313
734	1398.897278
735	1398.119434
736	1397.3621
737	1396.956403
738	1395.768918
739	1395.560013
740	1394.63037
741	1393.756458
742	1393.111722
743	1392.664087
744	1392.004238
745	1391.668192
746	1390.999582
747	1390.627769
748	1389.788489
749	1389.41693
750	1388.90481
751	1387.970046
752	1387.399089
753	1386.164011
754	1385.781469
755	1385.322445
756	1384.63152
757	1384.032705
758	1383.51385
759	1382.739709
760	1380.791266
761	1380.202606
762	1379.2018
763	1378.777427
764	1376.85974
765	1376.324506
766	1376.044133
767	1374.551155
768	1374.145456
769	1373.336355
770	1372.492014
771	1371.54778
772	1370.390143
773	1369.949335
774	1368.130878
775	1367.319991
776	1366.054382
777	1365.172011
778	1364.590538
779	1364.087449
780	1363.803475
781	1362.352547
782	1361.458755
783	1360.722232
784	1359.739952
785	1359.457135
786	1359.160063
787	1358.190213
788	1357.152175
789	1356.756981
790	1356.221023
791	1355.575164
792	1354.694386
793	1353.804328
794	1352.337929
795	1351.792508
796	1350.964197
797	1350.434977
798	1350.011358
799	1349.48064
800	1348.906444
801	1348.642453
802	1347.204998
803	1346.902093
804	1346.484438
805	1345.663951
806	1345.414731
807	1344.464497
808	1343.947158
809	1343.617314
810	1342.997796
811	1342.416409
812	1342.019798
813	1341.575685
814	1341.531386
815	1340.931704
816	1340.693195
817	1339.828209
818	1339.599028
819	1339.350828
820	1338.859495
821	1338.532945
822	1337.804956
823	1337.440679
824	1336.825834
825	1336.470791
826	1335.702022
827	1334.957287
828	1334.192304
829	1333.273545
830	1331.871441
831	1331.311618
832	1331.164531
833	1330.719833
834	1329.64883
835	1329.020564
836	1328.555195
837	1328.249926
838	1327.011056
839	1326.836894
840	1326.416952
841	1324.815883
842	1324.484026
843	1323.18601
844	1322.710395
845	1322.229319
846	1321.54686
847	1320.973248
848	1320.171065
849	1319.36978
850	1319.179862
851	1318.777736
852	1318.332689
853	1317.478996
854	1317.435588
855	1316.804696
856	1315.826532
857	1315.474043
858	1314.56023
859	1314.075731
860	1313.551375
861	1312.442812
862	1312.054455
863	1311.390964
864	1310.969879
865	1309.743394
866	1309.457561
867	1308.929465
868	1308.053019
869	1307.380597
870	1306.9897
871	1305.762856
872	1305.056366
873	1304.34458
874	1303.482244
875	1303.1138
876	1302.001713
877	1301.620242
878	1301.365798
879	1300.914964
880	1300.337173
881	1300.047912
882	1299.244329
883	1298.692925
884	1298.047019
885	1297.108405
886	1295.84538
887	1295.554677
888	1295.131398
889	1294.758459
890	1293.695906
891	1293.305174
892	1292.757576
893	1291.987242
894	1291.059824
895	1290.580727
896	1289.964265
897	1289.57639
898	1289.001446
899	1288.477279
900	1288.001724
901	1287.790257
902	1287.097332
903	1286.674605
904	1286.262839
905	1285.552295
906	1285.366471
907	1284.777393
908	1283.696759
909	1283.198863
910	1282.402217
911	1281.08624
912	1280.747961
913	1279.286495
914	1278.644886
915	1278.246444
916	1278.002024
917	1277.385648
918	1276.976922
919	1276.78944
920	1275.998992
921	1275.355109
922	1274.848603
923	1273.548057
924	1271.972663
925	1271.692486
926	1271.269876
927	1270.622672
928	1270.170048
929	1269.898841
930	1269.412996
931	1268.199037
932	1268.031553
933	1267.652227
934	1266.719818
935	1266.491568
936	1266.120139
937	1265.307379
938	1264.533947
939	1264.467874
940	1264.044671
941	1263.602582
942	1263.162216
943	1262.384206
944	1261.875432
945	1261.30107
946	1260.631057
947	1260.136245
948	1259.73221
949	1257.643509
950	1256.944879
951	1256.422552
952	1256.086922
953	1255.615481
954	1254.560506
955	1253.934791
956	1252.91751
957	1252.220226
958	1251.572375
959	1250.626573
960	1250.149911
961	1249.872674
962	1249.285942
963	1248.86871
964	1248.048403
965	1247.412179
966	1247.060524
967	1246.632742
968	1246.251129
969	1245.813783
970	1244.775098
971	1244.41809
972	1243.930839
973	1243.433464
974	1242.79021
975	1242.036335
976	1241.888377
977	1241.156169
978	1240.797006
979	1240.177845
980	1239.440298
981	1238.97099
982	1238.457912
983	1237.20319
984	1236.906995
985	1235.662036
986	1234.980686
987	1234.107533
988	1233.400778
989	1233.227643
990	1232.431292
991	1231.516511
992	1231.123036
993	1230.708545
994	1230.538266
995	1230.176649
996	1229.141822
997	1228.653462
998	1228.331175
999	1227.920512
1000	1227.598632
1001	1227.177865
1002	1226.884729
1003	1226.682703
1004	1226.081536
1005	1225.701644
1006	1225.151092
1007	1224.760327
1008	1224.146066
1009	1223.980061
1010	1223.464375
1011	1223.100782
1012	1222.58804
1013	1222.069647
1014	1221.083746
1015	1220.329797
1016	1219.976267
1017	1219.484543
1018	1218.889236
1019	1218.225229
1020	1216.76152
1021	1216.047246
1022	1215.823033
1023	1215.46595
1024	1214.966518
1025	1214.863979
1026	1214.160665
1027	1213.760869
1028	1213.340878
1029	1213.137968
1030	1212.698454
1031	1212.433817
1032	1212.153318
1033	1211.330692
1034	1210.862516
1035	1210.610618
1036	1210.293267
1037	1208.733806
1038	1208.60829
1039	1208.191291
1040	1207.266084
1041	1206.716001
1042	1206.366299
1043	1205.807566
1044	1205.192978
1045	1205.154267
1046	1204.719568
1047	1204.077506
1048	1203.495088
1049	1203.312959
1050	1202.354029
1051	1201.370918
1052	1201.143854
1053	1200.205465
1054	1199.844718
1055	1198.753112
1056	1198.671665
1057	1198.434139
1058	1196.838601
1059	1195.899643
1060	1195.603069
1061	1195.464546
1062	1194.923973
1063	1194.35643
1064	1194.042987
1065	1193.660341
1066	1193.18219
1067	1192.939714
1068	1192.76719
1069	1192.525683
1070	1192.093391
1071	1191.811459
1072	1191.484427
1073	1190.830893
1074	1190.525388
1075	1189.968868
1076	1189.429116
1077	1188.215839
1078	1187.181343
1079	1186.845562
1080	1186.661413
1081	1185.70891
1082	1185.614829
1083	1185.13266
1084	1184.645585
1085	1183.281339
1086	1183.059209
1087	1182.403011
1088	1181.649676
1089	1180.814785
1090	1179.879151
1091	1179.727295
1092	1179.232046
1093	1178.95259
1094	1178.799895
1095	1178.56115
1096	1177.570523
1097	1177.296602
1098	1176.824206
1099	1176.504022
1100	1176.23546
1101	1175.853516
1102	1175.693283
1103	1174.7299
1104	1174.510277
1105	1174.247725
1106	1173.929457
1107	1173.583394
1108	1173.004264
1109	1172.406182
1110	1172.118489
1111	1171.569169
1112	1171.127617
1113	1170.989496
1114	1170.741504
1115	1170.616856
1116	1170.405101
1117	1169.928112
1118	1169.751599
1119	1169.385348
1120	1168.743879
1121	1167.913292
1122	1167.417801
1123	1167.02099
1124	1166.8179
1125	1166.24961
1126	1165.263244
1127	1164.649457
1128	1164.351419
1129	1164.000218
1130	1163.635889
1131	1163.398981
1132	1163.018987
1133	1162.505848
1134	1161.224016
1135	1160.663358
1136	1160.416169
1137	1159.854046
1138	1159.558027
1139	1159.217583
1140	1158.753142
1141	1158.078575
1142	1157.415482
1143	1156.747343
1144	1156.16186
1145	1155.936025
1146	1155.608908
1147	1154.950969
1148	1154.773148
1149	1154.234518
1150	1153.884361
1151	1153.46206
1152	1153.092462
1153	1152.481873
1154	1151.954564
1155	1151.48152
1156	1150.551844
1157	1150.050194
1158	1148.920387
1159	1148.59365
1160	1148.307433
1161	1148.035217
1162	1147.942423
1163	1147.532444
1164	1147.166391
1165	1147.121786
1166	1147.057821
1167	1146.560059
1168	1146.354064
1169	1146.040755
1170	1145.712615
1171	1144.884301
1172	1144.475291
1173	1143.998159
1174	1143.545789
1175	1143.36173
1176	1143.327668
1177	1142.961206
1178	1142.473294
1179	1141.766304
1180	1141.459958
1181	1141.346031
1182	1140.833406
1183	1140.534557
1184	1139.961353
1185	1139.673469
1186	1139.175677
1187	1138.596156
1188	1138.107089
1189	1137.791572
1190	1137.434853
1191	1137.0378
1192	1136.580077
1193	1136.163346
1194	1135.823157
1195	1135.61507
1196	1135.435227
1197	1135.40706
1198	1134.50159
1199	1134.188043
1200	1133.743769
1201	1133.170129
1202	1132.745953
1203	1132.489352
1204	1131.782788
1205	1131.293697
1206	1130.424431
1207	1130.132996
1208	1129.374802
1209	1128.982131
1210	1128.250997
1211	1127.327414
1212	1127.175115
1213	1126.588379
1214	1126.017549
1215	1125.839978
1216	1125.315594
1217	1124.967881
1218	1124.476079
1219	1124.242917
1220	1123.94409
1221	1123.744425
1222	1123.06121
1223	1122.670055
1224	1122.374898
1225	1121.21836
1226	1120.066548
1227	1119.178314
1228	1118.985658
1229	1118.31646
1230	1118.116013
1231	1117.466487
1232	1116.158489
1233	1115.60188
1234	1115.110879
1235	1114.771444
1236	1114.514777
1237	1114.254929
1238	1113.387697
1239	1112.312668
1240	1111.729266
1241	1111.701029
1242	1111.364843
1243	1111.26729
1244	1110.940263
1245	1110.409625
1246	1110.002789
1247	1109.743971
1248	1109.499919
1249	1109.1035
1250	1108.59747
1251	1108.341636
1252	1108.149644
1253	1107.740739
1254	1107.422904
1255	1107.373169
1256	1106.678587
1257	1105.862002
1258	1105.692719
1259	1105.444645
1260	1104.902362
1261	1104.29722
1262	1103.872189
1263	1102.936923
1264	1102.635307
1265	1102.090792
1266	1101.631992
1267	1101.377032
1268	1100.88049
1269	1099.621683
1270	1099.341371
1271	1098.98224
1272	1098.769285
1273	1098.179058
1274	1097.56713
1275	1097.390837
1276	1097.205205
1277	1096.896817
1278	1096.575925
1279	1096.210195
1280	1095.795737
1281	1095.591247
1282	1094.943439
1283	1094.655229
1284	1094.18161
1285	1093.468643
1286	1093.442338
1287	1092.720906
1288	1092.582086
1289	1092.263396
1290	1091.919206
1291	1091.351395
1292	1090.884818
1293	1090.49551
1294	1090.168778
1295	1089.999944
1296	1089.590786
1297	1089.127533
1298	1088.780775
1299	1088.388463
1300	1087.980692
1301	1087.485372
1302	1087.077245
1303	1086.816645
1304	1086.040628
1305	1085.737873
1306	1085.289236
1307	1084.89539
1308	1084.459048
1309	1084.239997
1310	1084.062608
1311	1083.623268
1312	1083.282417
1313	1082.63938
1314	1082.316266
1315	1082.155294
1316	1081.811072
1317	1081.10624
1318	1080.849062
1319	1080.343863
1320	1080.026553
1321	1079.192226
1322	1078.655809
1323	1078.043037
1324	1077.663656
1325	1076.954419
1326	1076.771247
1327	1076.487384
1328	1076.281191
1329	1075.689127
1330	1075.30761
1331	1074.199316
1332	1073.801839
1333	1073.627779
1334	1073.268889
1335	1072.986819
1336	1072.746938
1337	1072.63137
1338	1072.194764
1339	1072.092915
1340	1071.593061
1341	1071.489951
1342	1070.949265
1343	1070.911759
1344	1070.008556
1345	1069.875767
1346	1069.732965
1347	1069.567579
1348	1069.338621
1349	1069.132009
1350	1068.840787
1351	1068.194412
1352	1067.685239
1353	1067.390944
1354	1066.935186
1355	1066.612373
1356	1066.580112
1357	1066.30712
1358	1066.125334
1359	1065.566053
1360	1065.411153
1361	1064.607637
1362	1064.312016
1363	1064.284117
1364	1063.926433
1365	1063.309674
1366	1062.721519
1367	1062.156184
1368	1061.95659
1369	1061.158264
1370	1060.742406
1371	1060.621865
1372	1059.928205
1373	1059.496441
1374	1059.361077
1375	1058.982149
1376	1058.762084
1377	1058.642305
1378	1057.787546
1379	1056.792592
1380	1056.344775
1381	1055.952637
1382	1055.643318
1383	1055.179579
1384	1055.065446
1385	1054.818261
1386	1054.322833
1387	1053.646817
1388	1053.354687
1389	1051.854012
1390	1050.921886
1391	1050.526865
1392	1050.106606
1393	1049.794231
1394	1049.32548
1395	1049.232483
1396	1047.944283
1397	1047.506506
1398	1047.095723
1399	1046.371094
1400	1045.541267
1401	1044.863431
1402	1044.331716
1403	1044.052052
1404	1043.65049
1405	1043.354287
1406	1043.082281
1407	1042.699917
1408	1042.605314
1409	1041.924486
1410	1040.923391
1411	1040.587617
1412	1040.233551
1413	1040.014596
1414	1039.147024
1415	1038.975616
1416	1037.940098
1417	1037.585179
1418	1036.771597
1419	1036.523195
1420	1036.097235
1421	1035.826999
1422	1035.246408
1423	1034.864319
1424	1034.47431
1425	1033.48529
1426	1033.047629
1427	1032.805577
1428	1032.368481
1429	1031.798199
1430	1031.59296
1431	1031.096708
1432	1030.728159
1433	1030.065689
1434	1029.844696
1435	1029.5375
1436	1029.407738
1437	1029.129295
1438	1028.73016
1439	1027.624408
1440	1027.563948
1441	1026.905076
1442	1026.160224
1443	1025.607807
1444	1024.876589
1445	1024.735117
1446	1024.289255
1447	1023.956798
1448	1023.661541
1449	1023.294172
1450	1023.019751
1451	1022.844609
1452	1022.523158
1453	1022.129625
1454	1021.962188
1455	1021.77466
1456	1021.423143
1457	1020.919692
1458	1020.186632
1459	1019.983065
1460	1019.608136
1461	1019.027286
1462	1018.830598
1463	1018.573854
1464	1018.456315
1465	1018.171216
1466	1017.666077
1467	1016.838781
1468	1016.731044
1469	1016.462837
1470	1015.144561
1471	1014.812871
1472	1014.776178
1473	1014.541662
1474	1013.999604
1475	1013.550167
1476	1013.411122
1477	1013.139717
1478	1012.997051
1479	1012.817596
1480	1012.37553
1481	1011.915235
1482	1011.262139
1483	1010.985096
1484	1010.868446
1485	1010.468308
1486	1009.724526
1487	1009.350223
1488	1008.782171
1489	1008.630308
1490	1008.413722
1491	1007.940683
1492	1007.382843
1493	1007.143478
1494	1007.11574
1495	1006.447336
1496	1006.130937
1497	1005.78177
1498	1005.378842
1499	1004.512191
